blueprintTypeID,activity,typeID,quantity
21487,0,36,518
21487,0,34,773
21489,0,34,773
21489,0,35,491
21489,0,36,518
21489,0,37,3
21489,0,39,4
21489,0,21732,1
21489,0,21593,1
21489,0,21595,2
21489,0,21596,2
21489,0,21733,1
21492,0,34,234
21492,0,21571,1
21492,0,21570,3
21492,0,20110,1
21492,0,21584,2
21492,0,35,3413
21492,0,21722,2
21494,0,21570,1
21494,0,21572,1
21494,0,37,10
21494,0,38,1
21494,0,20110,1
21494,0,21073,1
21494,0,21721,1
21494,0,21722,1
21497,0,21721,3
21497,0,34,6944
21497,0,21572,1
21497,0,21570,2
21497,0,20110,3
21499,0,34,1786
21499,0,21571,1
21499,0,36,1
21499,0,21570,1
21499,0,21073,1
21499,0,35,304
21499,0,21722,2
21501,0,21570,1
21501,0,21572,1
21501,0,37,10
21501,0,38,1
21501,0,20110,1
21501,0,21721,2
21505,0,34,470
21505,0,35,6827
21505,0,21572,1
21505,0,21570,1
21505,0,20110,1
21505,0,21722,1
21507,0,34,511
21507,0,35,6993
21507,0,21572,1
21507,0,39,8
21507,0,40,18
21507,0,21570,1
21507,0,20110,2
21507,0,21073,1
21507,0,21571,1
21507,0,21722,2
21507,0,21723,1
21509,0,21568,1
21509,0,34,518
21509,0,35,7007
21509,0,38,2
21509,0,39,24
21509,0,40,64
21509,0,21570,1
21509,0,20110,2
21509,0,21584,1
21509,0,21073,1
21509,0,21571,1
21509,0,21722,2
21509,0,21723,3
21511,0,21568,1
21511,0,34,502
21511,0,35,297
21511,0,36,334
21511,0,37,197
21511,0,39,4
21511,0,21570,1
21511,0,20110,1
21511,0,21073,1
21511,0,21586,3
21511,0,21721,1
21511,0,21722,1
21511,0,21723,1
21513,0,21568,1
21513,0,34,502
21513,0,35,297
21513,0,36,334
21513,0,37,197
21513,0,21585,1
21513,0,39,4
21513,0,21570,1
21513,0,20110,1
21513,0,21073,1
21513,0,21586,2
21513,0,21722,2
21513,0,21723,1
21522,0,20110,1
21522,0,21584,1
21522,0,21572,2
21522,0,21722,3
21522,0,35,143
21522,0,36,249
21522,0,34,2386
21524,0,20110,1
21524,0,21584,1
21524,0,21572,2
21524,0,21722,3
21524,0,35,143
21524,0,36,249
21524,0,34,2386
21526,0,20110,1
21526,0,21584,1
21526,0,21572,2
21526,0,21722,3
21526,0,35,143
21526,0,36,249
21526,0,34,2386
21528,0,34,1010
21528,0,35,267
21528,0,21572,2
21528,0,20110,1
21528,0,21584,1
21528,0,21585,1
21528,0,36,738
21528,0,21722,3
21530,0,20110,1
21530,0,21073,1
21530,0,21584,1
21530,0,21585,1
21530,0,21572,3
21530,0,21722,4
21530,0,35,143
21530,0,36,249
21530,0,34,2386
21535,0,34,3111
21535,0,35,782
21535,0,36,162
21535,0,39,4
21535,0,20110,2
21535,0,21584,1
21535,0,21720,1
21535,0,21721,2
21537,0,34,18831
21537,0,35,15610
21537,0,36,4
21537,0,38,3
21537,0,39,2
21537,0,20110,2
21537,0,21584,1
21537,0,21720,2
21537,0,21721,2
21537,0,21723,1
21539,0,34,37951
21539,0,35,30339
21539,0,36,16
21539,0,38,1
21539,0,39,14
21539,0,20110,2
21539,0,21584,2
21539,0,21585,1
21539,0,21586,2
21539,0,21719,1
21539,0,21720,2
21539,0,21721,2
21539,0,21723,2
21541,0,21568,2
21541,0,34,840
21541,0,35,183
21541,0,36,470
21541,0,37,4
21541,0,40,4
21541,0,21586,3
21541,0,21722,4
21543,0,34,556
21543,0,35,278
21543,0,21731,1
21543,0,21593,2
21546,0,34,1667
21546,0,35,144
21546,0,36,83
21546,0,37,22
21546,0,21731,1
21546,0,21595,3
21548,0,34,1596
21548,0,35,690
21548,0,36,144
21548,0,21731,1
21548,0,21595,3
21550,0,34,2729
21550,0,35,148
21550,0,36,171
21550,0,39,4
21550,0,21731,1
21550,0,21595,7
21552,0,34,4529
21552,0,35,1643
21552,0,36,2413
21552,0,38,1
21552,0,21730,1
21552,0,21592,1
21552,0,21595,7
21554,0,34,9089
21554,0,35,2786
21554,0,36,2827
21554,0,37,14
21554,0,38,1
21554,0,21730,1
21554,0,21592,1
21554,0,21595,7
21556,0,34,9133
21556,0,35,2981
21556,0,36,3599
21556,0,37,2
21556,0,38,18
21556,0,21730,1
21556,0,21592,1
21556,0,21595,13
21558,0,21729,1
21558,0,34,68307
21558,0,35,17839
21558,0,36,7197
21558,0,37,1951
21558,0,38,234
21558,0,39,12
21558,0,40,26
21558,0,21594,1
21558,0,21595,13
21560,0,21729,1
21560,0,34,91067
21560,0,35,23527
21560,0,36,8613
21560,0,37,2294
21560,0,38,324
21560,0,39,18
21560,0,40,52
21560,0,21594,2
21560,0,21595,13
21562,0,21729,1
21562,0,34,113880
21562,0,35,29214
21562,0,36,9747
21562,0,37,2650
21562,0,38,411
21562,0,39,42
21562,0,40,74
21562,0,21594,3
21562,0,21595,13
21604,0,34,12494
21604,0,35,8349
21604,0,36,1556
21604,0,37,920
21604,0,38,342
21604,0,39,278
21604,0,40,660
21629,0,34,2778
21639,1,3812,20
21639,1,11463,1
21639,0,9834,3
21639,0,11399,3
21639,0,15508,1
21639,0,9848,3
21639,0,11481,1
21639,0,11690,1
21639,2,11463,1
21639,2,9836,2
21639,2,3814,1
21639,3,9836,2
21639,3,3814,3
21639,3,11463,1
21641,1,3812,20
21641,1,11461,1
21641,0,11399,3
21641,0,9834,3
21641,0,11691,1
21641,0,15510,1
21641,0,9848,3
21641,0,11481,1
21641,2,9836,2
21641,2,11461,1
21641,2,3814,1
21641,3,9836,2
21641,3,11461,1
21641,3,3814,3
21854,0,34,52
21854,0,35,4
21856,0,34,78
21856,0,35,7
21856,0,36,1
21858,0,34,67
21868,4,20418,1
21868,4,20420,1
21868,0,34,351
21868,0,35,119
21868,0,38,1
21943,0,10260,1
21944,0,19758,1
21945,0,10257,1
21946,0,10258,1
21948,0,2868,3
21948,0,2871,3
21948,0,2872,3
21948,0,2875,3
21948,0,2869,5
21948,0,2870,5
21948,0,40,150
21948,0,39,350
21948,0,38,750
21948,0,37,4000
21948,0,36,35000
21948,0,35,100000
21948,0,34,500000
21950,0,2867,3
21950,0,2871,3
21950,0,2872,3
21950,0,2875,3
21950,0,2869,5
21950,0,2876,5
21950,0,40,150
21950,0,39,350
21950,0,38,750
21950,0,37,4000
21950,0,36,35000
21950,0,35,100000
21950,0,34,500000
21952,0,2868,3
21952,0,2869,3
21952,0,2870,3
21952,0,2875,3
21952,0,2867,5
21952,0,2876,5
21952,0,40,150
21952,0,39,350
21952,0,38,750
21952,0,37,4000
21952,0,36,35000
21952,0,35,100000
21952,0,34,500000
21954,0,2869,5
21954,0,2871,5
21954,0,2876,5
21954,0,2868,10
21954,0,2875,10
21954,0,40,300
21954,0,39,700
21954,0,38,1500
21954,0,37,8000
21954,0,36,70000
21954,0,35,200000
21954,0,34,1000000
21956,0,2867,5
21956,0,2871,5
21956,0,2872,5
21956,0,2869,10
21956,0,2870,10
21956,0,40,300
21956,0,39,700
21956,0,38,1500
21956,0,37,8000
21956,0,36,70000
21956,0,35,200000
21956,0,34,1000000
21958,0,2868,3
21958,0,2870,3
21958,0,2871,3
21958,0,2872,3
21958,0,2869,5
21958,0,2875,5
21958,0,40,150
21958,0,39,350
21958,0,38,750
21958,0,37,4000
21958,0,36,35000
21958,0,35,100000
21958,0,34,500000
21960,0,2869,5
21960,0,2875,5
21960,0,2876,5
21960,0,2870,10
21960,0,2872,10
21960,0,40,300
21960,0,39,700
21960,0,38,1500
21960,0,37,8000
21960,0,36,70000
21960,0,35,200000
21960,0,34,1000000
21962,0,2867,3
21962,0,2868,3
21962,0,2870,3
21962,0,2876,3
21962,0,2871,5
21962,0,2872,5
21962,0,40,150
21962,0,39,350
21962,0,38,750
21962,0,37,4000
21962,0,36,35000
21962,0,35,100000
21962,0,34,500000
21964,0,2871,5
21964,0,2872,5
21964,0,2869,10
21964,0,2870,10
21964,0,2876,10
21964,0,2867,15
21964,0,2875,15
21964,0,40,450
21964,0,39,1050
21964,0,38,2250
21964,0,37,12000
21964,0,36,105000
21964,0,35,300000
21964,0,34,1500000
21966,0,2867,3
21966,0,2871,3
21966,0,2872,3
21966,0,2875,3
21966,0,2868,5
21966,0,2876,5
21966,0,40,150
21966,0,39,350
21966,0,38,750
21966,0,37,4000
21966,0,36,35000
21966,0,35,100000
21966,0,34,500000
21968,0,2868,3
21968,0,2871,3
21968,0,2872,3
21968,0,2875,3
21968,0,2867,5
21968,0,2870,5
21968,0,40,150
21968,0,39,350
21968,0,38,750
21968,0,37,4000
21968,0,36,35000
21968,0,35,100000
21968,0,34,500000
21970,0,2872,5
21970,0,2876,5
21970,0,2870,10
21970,0,2871,10
21970,0,2875,10
21970,0,2867,15
21970,0,2869,15
21970,0,40,450
21970,0,39,1050
21970,0,38,2250
21970,0,37,12000
21970,0,36,105000
21970,0,35,300000
21970,0,34,1500000
22176,4,20417,2
22176,4,20418,2
22176,0,40,4
22176,0,34,840
22176,0,35,183
22176,0,36,470
22176,0,37,4
22178,4,20417,2
22178,4,20418,2
22178,0,40,4
22178,0,34,840
22178,0,35,183
22178,0,36,470
22178,0,37,4
22230,1,11466,2
22230,1,3812,6
22230,0,3689,30
22230,0,3687,30
22230,0,11541,23
22230,0,16278,1
22230,0,11482,1
22230,0,11399,15
22230,2,11466,2
22230,2,9836,3
22230,2,3814,9
22230,3,11466,2
22230,3,3814,6
22292,1,11464,1
22292,1,3812,10
22292,0,3689,1
22292,0,11399,5
22292,0,9842,5
22292,0,12274,1
22292,0,11540,9
22292,0,11483,1
22292,2,11464,1
22292,2,9836,2
22292,2,3814,4
22292,3,11464,1
22292,3,9836,2
22292,3,3814,3
22299,4,20415,2
22299,4,20423,2
22299,0,40,22
22299,0,34,949
22299,0,2346,3
22299,0,37,111
22299,0,38,56
22300,4,20415,2
22300,4,20423,2
22300,0,40,22
22300,0,34,949
22300,0,2346,3
22300,0,37,111
22300,0,38,56
22301,4,20415,2
22301,4,20423,2
22301,0,40,22
22301,0,34,949
22301,0,2346,3
22301,0,37,111
22301,0,38,56
22302,0,40,26
22302,0,34,1111
22302,0,37,111
22302,0,38,33
22302,0,2349,2
22303,4,20415,2
22303,4,20423,2
22303,0,40,22
22303,0,34,949
22303,0,2346,3
22303,0,37,111
22303,0,38,56
22304,4,20415,2
22304,4,20423,2
22304,0,40,22
22304,0,34,949
22304,0,2346,3
22304,0,37,111
22304,0,38,56
22305,4,20415,2
22305,4,20423,2
22305,0,40,22
22305,0,34,949
22305,0,2346,3
22305,0,37,111
22306,4,20415,2
22306,4,20423,2
22306,0,40,22
22306,0,34,949
22306,0,2346,3
22306,0,37,111
22306,0,38,56
22307,4,20415,2
22307,4,20423,2
22307,0,40,22
22307,0,34,949
22307,0,2346,3
22307,0,37,111
22307,0,38,56
22308,4,20415,2
22308,4,20423,2
22308,0,40,22
22308,0,34,949
22308,0,2346,3
22308,0,37,111
22308,0,38,56
22309,4,20415,2
22309,4,20423,2
22309,0,40,22
22309,0,34,949
22309,0,2346,3
22309,0,37,111
22310,4,20415,2
22310,4,20423,2
22310,0,40,22
22310,0,34,949
22310,0,2346,3
22310,0,37,111
22310,0,38,56
22311,4,20415,2
22311,4,20423,2
22311,0,40,22
22311,0,34,949
22311,0,2346,3
22311,0,37,111
22311,0,38,56
22326,0,40,4
22326,0,34,840
22326,0,35,183
22326,0,36,470
22326,0,37,4
22328,0,40,4
22328,0,34,840
22328,0,35,183
22328,0,36,470
22328,0,37,4
22330,0,40,4
22330,0,34,840
22330,0,35,183
22330,0,36,470
22330,0,37,4
22332,0,40,4
22332,0,34,840
22332,0,35,183
22332,0,36,470
22332,0,37,4
22429,1,11457,20
22429,1,3812,300
22429,0,21025,3
22429,0,11399,900
22429,0,11532,225
22429,0,11554,2250
22429,0,11537,900
22429,0,643,1
22429,0,3828,450
22429,0,11478,30
22429,0,11543,18750
22429,0,11539,6300
22429,0,11549,150
22429,0,11557,1634
22429,2,11457,15
22429,2,9836,50
22429,2,3814,70
22429,3,11457,15
22429,3,9836,50
22429,3,3814,60
22431,1,11466,5
22431,1,3812,300
22431,0,11553,2250
22431,0,645,1
22431,0,11399,900
22431,0,11556,1634
22431,0,11535,900
22431,0,3828,450
22431,0,11541,6300
22431,0,11478,30
22431,0,11531,225
22431,0,11545,18750
22431,0,11547,150
22431,0,21025,3
22431,2,11466,15
22431,2,9836,50
22431,2,3814,70
22431,3,11466,15
22431,3,9836,50
22431,3,3814,60
22437,1,11464,20
22437,1,3812,300
22437,0,640,1
22437,0,11552,2250
22437,0,11399,900
22437,0,11533,225
22437,0,11534,900
22437,0,3828,450
22437,0,21025,3
22437,0,11478,30
22437,0,11544,18750
22437,0,11540,6300
22437,0,11558,1634
22437,0,11550,150
22437,2,11464,15
22437,2,9836,50
22437,2,3814,70
22437,3,11464,15
22437,3,9836,50
22437,3,3814,60
22441,1,11460,20
22441,1,3812,300
22441,0,21025,3
22441,0,11530,225
22441,0,11399,900
22441,0,11542,18750
22441,0,11536,900
22441,0,11538,6300
22441,0,11555,1634
22441,0,3828,450
22441,0,11478,30
22441,0,644,1
22441,0,11548,150
22441,0,11551,2250
22441,2,11460,15
22441,2,9836,50
22441,2,3814,70
22441,3,11460,15
22441,3,9836,50
22441,3,3814,60
22443,1,11466,15
22443,1,3812,200
22443,0,11553,900
22443,0,11399,300
22443,0,11556,600
22443,0,11535,495
22443,0,3828,300
22443,0,11541,2100
22443,0,11478,23
22443,0,11531,120
22443,0,11545,10500
22443,0,11547,53
22443,0,24700,1
22443,2,11466,8
22443,2,9836,30
22443,2,3814,48
22443,3,11466,8
22443,3,9836,30
22443,3,3814,48
22445,1,3812,200
22445,1,11461,15
22445,0,11530,120
22445,0,11399,300
22445,0,11542,11250
22445,0,11536,450
22445,0,11538,1800
22445,0,11555,570
22445,0,3828,300
22445,0,11478,23
22445,0,11548,60
22445,0,24702,1
22445,0,11551,975
22445,2,9836,30
22445,2,11461,8
22445,2,3814,48
22445,3,9836,30
22445,3,11461,8
22445,3,3814,48
22447,1,3812,200
22447,1,11463,15
22447,0,11552,900
22447,0,11399,300
22447,0,11533,120
22447,0,11534,495
22447,0,16227,1
22447,0,3828,375
22447,0,11478,23
22447,0,11544,10500
22447,0,11540,2100
22447,0,11558,600
22447,0,11550,53
22447,2,9836,30
22447,2,3814,48
22447,2,11463,8
22447,3,9836,30
22447,3,3814,48
22447,3,11463,8
22449,1,11459,15
22449,1,3812,200
22449,0,11399,300
22449,0,11532,120
22449,0,11554,975
22449,0,11537,450
22449,0,11539,1800
22449,0,3828,300
22449,0,11478,23
22449,0,11543,11250
22449,0,24696,1
22449,0,11549,60
22449,0,11557,570
22449,2,11459,8
22449,2,9836,30
22449,2,3814,48
22449,3,11459,8
22449,3,9836,30
22449,3,3814,48
22453,1,11458,6
22453,1,3812,90
22453,0,11532,60
22453,0,11399,15
22453,0,16236,1
22453,0,11554,150
22453,0,11537,75
22453,0,11539,360
22453,0,3828,23
22453,0,11478,9
22453,0,11543,1500
22453,0,11549,15
22453,0,11557,38
22453,2,11458,3
22453,2,9836,11
22453,2,3814,22
22453,3,11458,3
22453,3,9836,11
22453,3,3814,22
22457,1,3812,90
22457,1,11462,6
22457,0,11530,60
22457,0,11399,15
22457,0,11538,360
22457,0,11542,1500
22457,0,11536,75
22457,0,16242,1
22457,0,11555,38
22457,0,3828,23
22457,0,11478,9
22457,0,11548,15
22457,0,11551,150
22457,2,9836,11
22457,2,11462,3
22457,2,3814,22
22457,3,9836,11
22457,3,11462,3
22457,3,3814,22
22461,1,11465,6
22461,1,3812,90
22461,0,11553,150
22461,0,11399,15
22461,0,11556,38
22461,0,11535,75
22461,0,16240,1
22461,0,3828,23
22461,0,11541,360
22461,0,11478,9
22461,0,11531,60
22461,0,11545,1500
22461,0,11547,15
22461,2,11465,3
22461,2,9836,11
22461,2,3814,22
22461,3,11465,3
22461,3,9836,11
22461,3,3814,22
22465,1,11464,6
22465,1,3812,90
22465,0,11552,150
22465,0,11399,15
22465,0,11533,60
22465,0,16238,1
22465,0,3828,23
22465,0,11534,75
22465,0,11478,9
22465,0,11544,1500
22465,0,11540,360
22465,0,11558,38
22465,0,11550,15
22465,2,11464,3
22465,2,9836,11
22465,2,3814,22
22465,3,11464,3
22465,3,9836,11
22465,3,3814,22
22467,1,11467,15
22467,1,3812,200
22467,0,11553,975
22467,0,16229,1
22467,0,11399,300
22467,0,11556,570
22467,0,11535,450
22467,0,3828,375
22467,0,11541,1800
22467,0,11478,23
22467,0,11531,120
22467,0,11545,11250
22467,0,11547,60
22467,2,11467,8
22467,2,9836,30
22467,2,3814,48
22467,3,11467,8
22467,3,9836,30
22467,3,3814,48
22469,1,3812,200
22469,1,11462,15
22469,0,16231,1
22469,0,11548,53
22469,0,11530,120
22469,0,11542,10500
22469,0,11536,495
22469,0,11538,2100
22469,0,11555,600
22469,0,3828,375
22469,0,11478,23
22469,0,11399,300
22469,0,11551,900
22469,2,9836,30
22469,2,11462,8
22469,2,3814,48
22469,3,9836,30
22469,3,11462,8
22469,3,3814,48
22471,1,11464,15
22471,1,3812,200
22471,0,11552,975
22471,0,11399,300
22471,0,11533,120
22471,0,11534,450
22471,0,3828,300
22471,0,11478,23
22471,0,11544,11250
22471,0,11540,1800
22471,0,24698,1
22471,0,11558,570
22471,0,11550,60
22471,2,11464,8
22471,2,9836,30
22471,2,3814,48
22471,3,11464,8
22471,3,9836,30
22471,3,3814,48
22475,1,11458,15
22475,1,3812,200
22475,0,16233,1
22475,0,11399,300
22475,0,11532,120
22475,0,11554,900
22475,0,11537,495
22475,0,11539,2100
22475,0,3828,375
22475,0,11478,23
22475,0,11543,10500
22475,0,11549,53
22475,0,11557,600
22475,2,11458,8
22475,2,9836,30
22475,2,3814,48
22475,3,11458,8
22475,3,9836,30
22475,3,3814,48
22477,0,34,502
22477,0,35,297
22477,0,36,334
22477,0,37,197
22477,0,39,4
22543,4,20424,2
22543,4,20413,2
22543,0,40,2
22543,0,34,676
22543,0,36,318
22543,0,37,2
22543,0,39,6
22545,1,11467,10
22545,1,3812,120
22545,0,11553,600
22545,0,11399,108
22545,0,11556,225
22545,0,11535,225
22545,0,3828,150
22545,0,11541,3000
22545,0,11478,15
22545,0,11545,3000
22545,0,11531,60
22545,0,17476,1
22545,0,11547,45
22545,2,11467,5
22545,2,9836,16
22545,2,3814,32
22545,3,11467,5
22545,3,9836,16
22545,3,3814,32
22547,1,11467,6
22547,1,3812,80
22547,0,11553,420
22547,0,17480,1
22547,0,11399,75
22547,0,11556,158
22547,0,11535,158
22547,0,3828,105
22547,0,11541,2100
22547,0,11478,9
22547,0,11531,42
22547,0,11545,2100
22547,0,11547,32
22547,2,11467,3
22547,2,9836,12
22547,2,3814,24
22547,3,11467,3
22547,3,9836,12
22547,3,3814,24
22549,1,11467,8
22549,1,3812,100
22549,0,11553,510
22549,0,17478,1
22549,0,11547,39
22549,0,11399,92
22549,0,11556,192
22549,0,11535,192
22549,0,3828,128
22549,0,11541,2550
22549,0,11478,12
22549,0,11531,51
22549,0,11545,2550
22549,2,11467,4
22549,2,9836,14
22549,2,3814,28
22549,3,11467,4
22549,3,9836,14
22549,3,3814,28
22554,4,20415,2
22554,4,20423,2
22554,0,40,22
22554,0,34,949
22554,0,2346,3
22554,0,37,111
22554,0,38,56
22556,4,20415,2
22556,4,20423,2
22556,0,40,22
22556,0,34,949
22556,0,2346,3
22556,0,37,111
22556,0,38,56
22558,4,20415,2
22558,4,20423,2
22558,0,40,22
22558,0,34,949
22558,0,2346,3
22558,0,37,111
22558,0,38,56
22573,0,34,8516
22573,0,36,627
22573,0,37,9
22573,0,38,2
22573,0,39,8
22573,0,40,4
22577,4,20424,2
22577,4,20413,2
22577,0,40,2
22577,0,34,676
22577,0,36,318
22577,0,37,2
22577,0,39,6
22766,4,20419,3
22766,4,20418,3
22766,0,34,10973
22766,0,35,830
22766,0,36,299
22766,0,37,450
22766,0,38,30
22779,0,34,6
22779,0,35,17
22779,0,36,22
22779,0,37,1
22779,0,38,1
22779,0,40,2
22779,0,16275,56
22781,0,40,8
22781,0,34,258
22781,0,35,4964
22781,0,38,2
22783,0,34,12011
22783,0,35,9764
22783,0,36,2863
22783,0,37,1097
22783,0,38,553
22783,0,39,378
22783,0,40,228
22853,0,21019,28
22853,0,21037,56
22853,0,21013,83
22853,0,21035,83
22853,0,21017,111
22853,0,21021,167
22853,0,21023,167
22853,0,21009,222
22853,0,21025,222
22853,0,24558,222
22853,0,24560,222
22853,0,21029,583
22876,0,23171,1
22876,0,23131,1
22876,0,34,566
22876,0,35,504
22876,0,36,186
22878,0,23168,1
22878,0,23169,1
22878,0,34,566
22878,0,35,504
22878,0,36,186
22878,0,23141,1
22878,0,23142,1
22878,0,23138,1
22878,0,23140,1
22878,0,23172,1
22878,0,23139,1
22878,0,23171,1
22878,0,23170,1
22878,0,23128,1
22878,0,23129,1
22878,0,23130,1
22878,0,23131,1
22878,0,23132,1
22880,0,23169,2
22880,0,34,6013
22880,0,35,4514
22880,0,36,1612
22880,0,39,2
22880,0,40,2
22880,0,23172,1
22880,0,23139,3
22880,0,23129,2
22882,0,23169,1
22882,0,34,10178
22882,0,35,6494
22882,0,36,7
22882,0,38,3
22882,0,40,2
22882,0,23139,3
22882,0,23129,1
22884,0,23169,1
22884,0,34,10178
22884,0,35,6494
22884,0,36,7
22884,0,38,3
22884,0,40,2
22884,0,23139,3
22884,0,23129,1
22886,0,34,71
22886,0,35,24
22886,0,36,1
22888,0,23168,1
22888,0,34,858
22888,0,35,288
22888,0,40,4
22888,0,23138,1
22888,0,23171,1
22888,0,23128,1
22890,0,34,2271
22890,0,35,1063
22890,0,36,906
22890,0,37,1
22890,0,38,4
22890,0,23138,1
22890,0,23170,1
22890,0,23128,1
22890,0,23140,1
22890,0,23130,1
22892,0,34,4662
22892,0,35,1857
22892,0,36,1027
22892,0,37,44
22892,0,38,51
22892,0,23142,1
22892,0,23171,1
22892,0,23172,1
22892,0,23132,2
22894,0,23168,1
22894,0,23169,1
22894,0,34,1062
22894,0,35,2
22894,0,36,53
22894,0,38,3
22894,0,23138,1
22894,0,23139,1
22894,0,23128,1
22894,0,23129,1
22896,0,23170,2
22896,0,34,236
22896,0,35,3413
22896,0,23130,2
22896,0,23139,2
22898,0,23170,2
22898,0,34,236
22898,0,35,3413
22898,0,23130,2
22898,0,23139,2
22900,0,34,996
22900,0,35,300
22900,0,39,2
22900,0,23153,2
22900,0,23163,1
22902,0,34,1667
22902,0,35,144
22902,0,36,83
22902,0,37,22
22902,0,23153,3
22902,0,23163,1
22904,0,34,1596
22904,0,35,690
22904,0,36,144
22904,0,23153,1
22904,0,23163,2
22906,0,34,4453
22906,0,35,1287
22906,0,36,1199
22906,0,40,2
22906,0,23153,2
22906,0,23163,3
22908,0,34,4529
22908,0,35,1643
22908,0,36,2413
22908,0,38,1
22908,0,23153,3
22908,0,23155,1
22908,0,23165,2
22908,0,23166,1
22910,0,34,9089
22910,0,35,2786
22910,0,36,2827
22910,0,37,14
22910,0,38,1
22910,0,23155,2
22910,0,23165,3
22912,0,34,45551
22912,0,35,12150
22912,0,36,6060
22912,0,37,1596
22912,0,38,126
22912,0,39,16
22912,0,23157,1
22912,0,23167,2
22914,0,34,68307
22914,0,35,17839
22914,0,36,7197
22914,0,37,1951
22914,0,38,234
22914,0,39,12
22914,0,40,26
22914,0,23155,2
22914,0,23157,2
22914,0,23167,3
22916,0,34,91067
22916,0,35,23527
22916,0,36,8613
22916,0,37,2294
22916,0,38,324
22916,0,39,18
22916,0,40,52
22916,0,23157,3
22916,0,23167,4
22918,0,34,8050
22918,0,35,1459
22918,0,23164,3
22918,0,23154,1
22920,0,23164,3
22920,0,23154,4
22920,0,23166,4
22920,0,35,1459
22920,0,34,8050
22922,0,23169,1
22922,0,34,1324
22922,0,35,481
22922,0,36,119
22922,0,23142,1
22922,0,23139,3
22922,0,23128,2
22922,0,23129,1
22924,0,23169,2
22924,0,34,1324
22924,0,35,481
22924,0,36,119
22924,0,23139,3
22924,0,23128,3
22924,0,23129,3
22926,0,23129,1
22926,0,23141,1
22926,0,23169,1
22926,0,23131,2
22926,0,23139,2
22926,0,23154,2
22926,0,23164,2
22926,0,23166,2
22926,0,23171,2
22926,0,23156,3
22926,0,36,34
22926,0,35,3998
22926,0,34,5662
22928,0,40,2
22928,0,34,949
22928,0,23164,1
22928,0,23154,3
22930,0,34,949
22930,0,40,2
22930,0,23154,2
22930,0,23156,2
22930,0,23164,2
22930,0,23166,2
22930,0,23167,1
22932,0,23164,1
22932,0,23156,2
22932,0,37,3
22932,0,23154,3
22932,0,23166,3
22932,0,40,4
22932,0,35,154
22932,0,36,370
22932,0,34,716
22934,0,23164,1
22934,0,23156,2
22934,0,37,3
22934,0,23154,3
22934,0,23166,3
22934,0,40,4
22934,0,35,154
22934,0,36,370
22934,0,34,716
22936,0,34,3814
22936,0,35,3163
22936,0,36,3
22936,0,37,2
22936,0,23154,2
22936,0,23164,2
22938,0,23156,1
22938,0,37,2
22938,0,23154,2
22938,0,23164,2
22938,0,23166,2
22938,0,36,3
22938,0,35,3163
22938,0,34,3814
22940,0,23129,1
22940,0,23141,1
22940,0,23169,1
22940,0,23131,2
22940,0,23139,2
22940,0,23154,2
22940,0,23164,2
22940,0,23166,2
22940,0,23171,2
22940,0,23156,3
22940,0,36,34
22940,0,35,3998
22940,0,34,5662
22942,0,23153,1
22942,0,23154,2
22942,0,23164,2
22942,0,36,34
22942,0,35,3998
22942,0,34,5662
22944,0,34,252
22944,0,35,766
22944,0,36,1053
22944,0,37,119
22944,0,23154,3
22944,0,23164,1
22946,0,34,252
22946,0,35,766
22946,0,36,1053
22946,0,37,119
22946,0,23154,1
22946,0,23156,3
22946,0,23164,2
22946,0,23166,2
22948,0,23168,1
22948,0,23138,2
22948,0,35,3
22948,0,36,112
22948,0,37,1
22948,0,34,896
22948,0,23128,2
22950,0,23138,1
22950,0,35,924
22950,0,36,108
22950,0,34,1506
22950,0,23170,2
22950,0,23128,1
22950,0,23140,2
22950,0,23130,3
22952,0,36,1
22952,0,23130,1
22952,0,23132,2
22952,0,23140,2
22952,0,23142,2
22952,0,23172,2
22952,0,35,3256
22952,0,34,4318
22954,0,23168,1
22954,0,23169,1
22954,0,23138,2
22954,0,35,658
22954,0,36,2
22954,0,37,4
22954,0,38,1
22954,0,39,4
22954,0,23139,3
22954,0,23128,1
22954,0,23129,2
23056,4,20418,3
23056,4,20419,3
23056,0,39,214
23056,0,40,370
23056,0,38,743
23056,0,37,3575
23056,0,36,14200
23056,0,35,33533
23056,0,34,149923
23058,4,20418,3
23058,4,20419,3
23058,0,39,156
23058,0,40,349
23058,0,38,848
23058,0,37,4451
23058,0,36,13605
23058,0,35,43945
23058,0,34,101689
23060,4,20418,3
23060,4,20419,3
23060,0,39,169
23060,0,40,330
23060,0,38,862
23060,0,37,5757
23060,0,36,12304
23060,0,35,37022
23060,0,34,139904
23062,4,20418,3
23062,4,20419,3
23062,0,39,172
23062,0,40,377
23062,0,38,798
23062,0,37,3578
23062,0,36,14008
23062,0,35,38916
23062,0,34,163766
23072,0,35,4
23072,0,37,3
23072,0,38,3
23072,0,39,1
23415,0,23168,1
23415,0,23138,2
23415,0,35,3
23415,0,36,112
23415,0,37,1
23415,0,34,896
23415,0,23128,2
23417,0,34,896
23417,0,35,3
23417,0,36,112
23417,0,37,1
23417,0,23142,1
23417,0,23138,1
23417,0,23172,1
23417,0,23139,1
23417,0,23140,1
23417,0,23130,3
23417,0,23132,1
23417,0,23141,1
23419,0,23168,1
23419,0,23169,1
23419,0,34,1062
23419,0,35,2
23419,0,36,53
23419,0,38,3
23419,0,23138,2
23419,0,23139,1
23419,0,23128,2
