blueprintTypeID,activity,time
12224,0,93600
12224,2,32760
12224,3,32760
12226,1,2160
12226,4,51000
12226,0,2700
12226,2,945
12226,3,945
12258,1,1440
12258,4,30900
12258,0,1800
12258,2,630
12258,3,630
12260,1,3744
12260,0,4680
12260,2,1638
12260,3,1638
12262,1,2160
12262,4,51000
12262,0,2700
12262,2,945
12262,3,945
12264,1,5616
12264,0,7020
12264,2,2457
12264,3,2457
12266,1,1440
12266,4,30900
12266,0,1800
12266,2,630
12266,3,630
12268,1,3744
12268,0,4680
12268,2,1638
12268,3,1638
12270,1,2160
12270,4,51000
12270,0,2700
12270,2,945
12270,3,945
12272,1,5616
12272,0,7020
12272,2,2457
12272,3,2457
12275,1,720
12275,4,13800
12275,0,900
12275,2,315
12275,3,315
12297,1,1200
12297,4,81300
12297,0,1500
12297,2,525
12297,3,525
12300,1,2400
12300,4,178800
12300,0,3000
12300,2,1050
12300,3,1050
12301,1,3600
12301,4,268200
12301,0,4500
12301,2,1575
12301,3,1575
12345,1,1440
12345,4,30900
12345,0,1800
12345,2,630
12345,3,630
12347,1,3744
12347,0,4680
12347,2,1638
12347,3,1638
12355,1,2160
12355,4,51000
12355,0,2700
12355,2,945
12355,3,945
12357,1,5616
12357,0,7020
12357,2,2457
12357,3,2457
12553,1,3840
12553,0,4800
12553,2,168
12553,3,168
12558,1,3840
12558,0,4800
12558,2,168
12558,3,168
12560,1,3840
12560,0,4800
12560,2,168
12560,3,168
12562,1,3840
12562,0,4800
12562,2,168
12562,3,168
12564,1,3840
12564,0,4800
12564,2,168
12564,3,168
12566,1,3840
12566,0,4800
12566,2,168
12566,3,168
12609,1,3840
12609,0,4800
12609,2,168
12609,3,168
12611,1,3840
12611,0,4800
12611,2,168
12611,3,168
12613,1,3840
12613,0,4800
12613,2,168
12613,3,168
12615,1,3840
12615,0,4800
12615,2,168
12615,3,168
12617,1,3840
12617,0,4800
12617,2,168
12617,3,168
12619,1,3840
12619,0,4800
12619,2,168
12619,3,168
12621,1,3840
12621,0,4800
12621,2,168
12621,3,168
12626,1,3840
12626,0,4800
12626,2,168
12626,3,168
12628,1,3840
12628,0,4800
12628,2,168
12628,3,168
12630,1,3840
12630,0,4800
12630,2,168
12630,3,168
12632,1,3840
12632,0,4800
12632,2,168
12632,3,168
12634,1,3840
12634,0,4800
12634,2,168
12634,3,168
12710,1,1440
12710,4,30900
12710,0,1800
12710,2,630
12710,3,630
12712,1,720
12712,0,900
12712,2,315
12712,3,315
12714,1,1440
12714,0,1800
12714,2,630
12714,3,630
12716,1,2160
12716,0,2700
12716,2,945
12716,3,945
12718,1,2160
12718,0,2700
12718,2,945
12718,3,945
12730,1,192000
12730,0,240000
12730,2,84000
12730,3,84000
12732,1,192000
12732,0,240000
12732,2,84000
12732,3,84000
12734,1,192000
12734,0,240000
12734,2,84000
12734,3,84000
12736,1,192000
12736,0,240000
12736,2,84000
12736,3,84000
12744,1,192000
12744,0,240000
12744,2,84000
12744,3,84000
12746,1,192000
12746,0,240000
12746,2,84000
12746,3,84000
12748,1,192000
12748,0,240000
12748,2,84000
12748,3,84000
12754,1,192000
12754,0,240000
12754,2,84000
12754,3,84000
12762,1,11520
12762,0,14400
12762,2,504
12762,3,504
12764,1,11520
12764,0,14400
12764,2,504
12764,3,504
12766,1,11520
12766,0,14400
12766,2,504
12766,3,504
12768,1,7680
12768,0,9600
12768,2,336
12768,3,336
12770,1,7680
12770,0,9600
12770,2,336
12770,3,336
12772,1,7680
12772,0,9600
12772,2,336
12772,3,336
12774,1,7680
12774,0,9600
12774,2,336
12774,3,336
12776,1,11520
12776,0,14400
12776,2,504
12776,3,504
12778,1,7680
12778,0,9600
12778,2,336
12778,3,336
12780,1,11520
12780,0,14400
12780,2,504
12780,3,504
12782,1,7680
12782,0,9600
12782,2,336
12782,3,336
12784,1,11520
12784,0,14400
12784,2,504
12784,3,504
12786,1,7680
12786,0,9600
12786,2,336
12786,3,336
12788,1,11520
12788,0,14400
12788,2,504
12788,3,504
12790,1,7680
12790,0,9600
12790,2,336
12790,3,336
12792,1,11520
12792,0,14400
12792,2,504
12792,3,504
12794,1,7680
12794,0,9600
12794,2,336
12794,3,336
12796,1,11520
12796,0,14400
12796,2,504
12796,3,504
12798,1,7680
12798,0,9600
12798,2,336
12798,3,336
12800,1,11520
12800,0,14400
12800,2,504
12800,3,504
12802,1,7680
12802,0,9600
12802,2,336
12802,3,336
12804,1,11520
12804,0,14400
12804,2,504
12804,3,504
12806,1,7680
12806,0,9600
12806,2,336
12806,3,336
12808,1,11520
12808,0,14400
12808,2,504
12808,3,504
12811,1,7680
12811,0,9600
12811,2,336
12811,3,336
12813,1,11520
12813,0,14400
12813,2,504
12813,3,504
12815,1,7680
12815,0,9600
12815,2,336
12815,3,336
12817,1,11520
12817,0,14400
12817,2,504
12817,3,504
12819,1,7680
12819,0,9600
12819,2,336
12819,3,336
12821,1,11520
12821,0,14400
12821,2,504
12821,3,504
12823,1,7680
12823,0,9600
12823,2,336
12823,3,336
12825,1,11520
12825,0,14400
12825,2,504
12825,3,504
12827,1,7680
12827,0,9600
12827,2,336
12827,3,336
12829,1,11520
12829,0,14400
12829,2,504
12829,3,504
12831,1,7680
12831,0,9600
12831,2,336
12831,3,336
12833,1,11520
12833,0,14400
12833,2,504
12833,3,504
13000,1,3600
13000,4,72300
13000,0,4500
13000,2,1575
13000,3,1575
13002,1,1872
13002,0,2340
13002,2,819
13002,3,819
13004,1,1872
13004,0,2340
13004,2,819
13004,3,819
13203,1,14400
13203,0,18000
13203,2,6300
13203,3,6300
13321,1,2160
13321,4,51000
13321,0,2700
13321,2,945
13321,3,945
15509,1,480
15509,4,15900
15509,0,600
15509,2,210
15509,3,210
15511,1,480
15511,4,15900
15511,0,600
15511,2,210
15511,3,210
15676,1,720
15676,0,900
15676,2,315
15676,3,315
15678,1,720
15678,0,900
15678,2,315
15678,3,315
15682,1,720
15682,0,900
15682,2,315
15682,3,315
15684,1,720
15684,0,900
15684,2,315
15684,3,315
15686,1,720
15686,0,900
15686,2,315
15686,3,315
15688,1,720
15688,0,900
15688,2,315
15688,3,315
15690,1,720
15690,0,900
15690,2,315
15690,3,315
15692,1,720
15692,0,900
15692,2,315
15692,3,315
15694,1,720
15694,0,900
15694,2,315
15694,3,315
15696,1,720
15696,0,900
15696,2,315
15696,3,315
15698,1,720
15698,0,900
15698,2,315
15698,3,315
15700,1,720
15700,0,900
15700,2,315
15700,3,315
15702,1,720
15702,0,900
15702,2,315
15702,3,315
15704,1,720
15704,0,900
15704,2,315
15704,3,315
15706,1,720
15706,0,900
15706,2,315
15706,3,315
15708,1,720
15708,0,900
15708,2,315
15708,3,315
15710,1,720
15710,0,900
15710,2,315
15710,3,315
15712,1,720
15712,0,900
15712,2,315
15712,3,315
15714,1,720
15714,0,900
15714,2,315
15714,3,315
15716,1,720
15716,0,900
15716,2,315
15716,3,315
15718,1,720
15718,0,900
15718,2,315
15718,3,315
15720,1,720
15720,0,900
15720,2,315
15720,3,315
15722,1,720
15722,0,900
15722,2,315
15722,3,315
15724,1,720
15724,0,900
15724,2,315
15724,3,315
15726,1,720
15726,0,900
15726,2,315
15726,3,315
15728,1,720
15728,0,900
15728,2,315
15728,3,315
15730,1,720
15730,0,900
15730,2,315
15730,3,315
15732,1,720
15732,0,900
15732,2,315
15732,3,315
15734,1,720
15734,0,900
15734,2,315
15734,3,315
15736,1,720
15736,0,900
15736,2,315
15736,3,315
15738,1,720
15738,0,900
15738,2,315
15738,3,315
15740,1,720
15740,0,900
15740,2,315
15740,3,315
15748,1,720
15748,0,900
15748,2,315
15748,3,315
15750,1,720
15750,0,900
15750,2,315
15750,3,315
15752,1,1440
15752,0,1800
15752,2,630
15752,3,630
15754,1,1440
15754,0,1800
15754,2,630
15754,3,630
15756,1,2160
15756,0,2700
15756,2,945
15756,3,945
15758,1,2160
15758,0,2700
15758,2,945
15758,3,945
15760,1,720
15760,0,900
15760,2,315
15760,3,315
15762,1,720
15762,0,900
15762,2,315
15762,3,315
15765,1,1440
15765,0,1800
15765,2,630
15765,3,630
15767,1,1440
15767,0,1800
15767,2,630
15767,3,630
15769,1,2160
15769,0,2700
15769,2,945
15769,3,945
15771,1,2160
15771,0,2700
15771,2,945
15771,3,945
15773,1,720
15773,0,900
15773,2,315
15773,3,315
15777,1,1440
15777,0,1800
15777,2,630
15777,3,630
15779,1,2160
15779,0,2700
15779,2,945
15779,3,945
15781,1,720
15781,0,900
15781,2,315
15781,3,315
15783,1,720
15783,0,900
15783,2,315
15783,3,315
15785,1,1440
15785,0,1800
15785,2,630
15785,3,630
15787,1,2160
15787,0,2700
15787,2,945
15787,3,945
15789,1,1440
15789,0,1800
15789,2,630
15789,3,630
15791,1,3600
15791,0,4500
15791,2,1575
15791,3,1575
15793,1,1440
15793,0,1800
15793,2,630
15793,3,630
15795,1,720
15795,0,900
15795,2,315
15795,3,315
15797,1,1440
15797,0,1800
15797,2,630
15797,3,630
15799,1,2160
15799,0,2700
15799,2,945
15799,3,945
15801,1,720
15801,0,900
15801,2,315
15801,3,315
15803,1,1440
15803,0,1800
15803,2,630
15803,3,630
15805,1,2160
15805,0,2700
15805,2,945
15805,3,945
15807,1,720
15807,0,900
15807,2,315
15807,3,315
15809,1,720
15809,0,900
15809,2,315
15809,3,315
15811,1,720
15811,0,900
15811,2,315
15811,3,315
15819,1,2160
15819,0,2700
15819,2,945
15819,3,945
15822,1,1440
15822,0,1800
15822,2,630
15822,3,630
15839,1,2160
15839,0,2700
15839,2,945
15839,3,945
15842,1,1440
15842,0,1800
15842,2,630
15842,3,630
15876,1,720
15876,0,900
15876,2,315
15876,3,315
15878,1,1440
15878,0,1800
15878,2,630
15878,3,630
15880,1,2160
15880,0,2700
15880,2,945
15880,3,945
15882,1,720
15882,0,900
15882,2,315
15882,3,315
15884,1,1440
15884,0,1800
15884,2,630
15884,3,630
15886,1,2160
15886,0,2700
15886,2,945
15886,3,945
15888,1,1440
15888,0,1800
15888,2,630
15888,3,630
15890,1,1440
15890,0,1800
15890,2,630
15890,3,630
15892,1,1440
15892,0,1800
15892,2,630
15892,3,630
15894,1,1440
15894,0,1800
15894,2,630
15894,3,630
15896,1,720
15896,0,900
15896,2,315
15896,3,315
15906,1,1440
15906,0,1800
15906,2,630
15906,3,630
15908,1,1440
15908,0,1800
15908,2,630
15908,3,630
15910,1,1440
15910,0,1800
15910,2,630
15910,3,630
15912,1,1440
15912,0,1800
15912,2,630
15912,3,630
15914,1,1440
15914,0,1800
15914,2,630
15914,3,630
15916,1,1440
15916,0,1800
15916,2,630
15916,3,630
15918,1,1440
15918,0,1800
15918,2,630
15918,3,630
15920,1,1440
15920,0,1800
15920,2,630
15920,3,630
15922,1,1440
15922,0,1800
15922,2,630
15922,3,630
15924,1,1440
15924,0,1800
15924,2,630
15924,3,630
15926,1,720
15926,0,900
15926,2,315
15926,3,315
15928,1,720
15928,0,900
15928,2,315
15928,3,315
15930,1,1440
15930,0,1800
15930,2,630
15930,3,630
15932,1,2160
15932,0,2700
15932,2,945
15932,3,945
15936,1,720
15936,0,900
15936,2,315
15936,3,315
15938,1,1440
15938,0,1800
15938,2,630
15938,3,630
15940,1,2160
15940,0,2700
15940,2,945
15940,3,945
15942,1,720
15942,0,900
15942,2,315
15942,3,315
15946,1,1440
15946,0,1800
15946,2,630
15946,3,630
15948,1,2160
15948,0,2700
15948,2,945
15948,3,945
15950,1,720
15950,0,900
15950,2,315
15950,3,315
15954,1,1440
15954,0,1800
15954,2,630
15954,3,630
15956,1,2160
15956,0,2700
15956,2,945
15956,3,945
15958,1,720
15958,0,900
15958,2,315
15958,3,315
15960,1,720
15960,0,900
15960,2,315
15960,3,315
15962,1,1440
15962,0,1800
15962,2,630
15962,3,630
15964,1,2160
15964,0,2700
15964,2,945
15964,3,945
15966,1,720
15966,0,900
15966,2,315
15966,3,315
15968,1,1440
15968,0,1800
15968,2,630
15968,3,630
16029,1,5616
16029,0,7020
16029,2,2457
16029,3,2457
16032,1,1872
16032,0,2340
16032,2,819
16032,3,819
16063,1,2160
16063,0,2700
16063,2,945
16063,3,945
16066,1,720
16066,0,900
16066,2,315
16066,3,315
16228,1,12000
16228,4,160200
16228,0,15000
16228,2,5250
16228,3,5250
16230,1,12000
16230,4,160200
16230,0,15000
16230,2,5250
16230,3,5250
16232,1,12000
16232,4,160200
16232,0,15000
16232,2,5250
16232,3,5250
16234,1,12000
16234,4,160200
16234,0,15000
16234,2,5250
16234,3,5250
16237,1,7200
16237,4,96000
16237,0,9000
16237,2,3150
16237,3,3150
16239,1,7200
16239,4,96000
16239,0,9000
16239,2,3150
16239,3,3150
16241,1,7200
16241,4,96000
16241,0,9000
16241,2,3150
16241,3,3150
16243,1,7200
16243,4,96000
16243,0,9000
16243,2,3150
16243,3,3150
16279,1,1680
16279,4,36000
16279,0,2100
16279,2,735
16279,3,735
17322,1,120
17322,0,150
17322,2,105
17322,3,105
17323,1,20
17323,0,25
17323,2,105
17323,3,105
17324,1,120
17324,0,150
17324,2,105
17324,3,105
17325,1,60
17325,0,75
17325,2,105
17325,3,105
17326,1,120
17326,0,150
17326,2,105
17326,3,105
17327,1,120
17327,0,150
17327,2,105
17327,3,105
17328,1,20
17328,0,25
17328,2,105
17328,3,105
17329,1,120
17329,0,150
17329,2,105
17329,3,105
17330,1,60
17330,0,75
17330,2,105
17330,3,105
17331,1,240
17331,0,300
17331,2,105
17331,3,105
17332,1,120
17332,0,150
17332,2,105
17332,3,105
17333,1,120
17333,0,150
17333,2,105
17333,3,105
17334,1,120
17334,0,150
17334,2,105
17334,3,105
17335,1,120
17335,0,150
17335,2,105
17335,3,105
17336,1,120
17336,0,150
17336,2,105
17336,3,105
17337,1,120
17337,0,150
17337,2,105
17337,3,105
17338,1,240
17338,0,300
17338,2,105
17338,3,105
17339,1,120
17339,0,150
17339,2,105
17339,3,105
17340,1,120
17340,0,150
17340,2,105
17340,3,105
17341,1,120
17341,0,150
17341,2,105
17341,3,105
17342,1,240
17342,0,300
17342,2,105
17342,3,105
17344,1,120
17344,0,150
17344,2,105
17344,3,105
17345,1,120
17345,0,150
17345,2,105
17345,3,105
17346,1,120
17346,0,150
17346,2,105
17346,3,105
17347,1,120
17347,0,150
17347,2,105
17347,3,105
17348,1,120
17348,0,150
17348,2,105
17348,3,105
17349,1,120
17349,0,150
17349,2,105
17349,3,105
17350,1,20
17350,0,25
17350,2,105
17350,3,105
17351,1,60
17351,0,75
17351,2,105
17351,3,105
17352,1,120
17352,0,150
17352,2,105
17352,3,105
17353,1,240
17353,0,300
17353,2,105
17353,3,105
17354,1,120
17354,0,150
17354,2,105
17354,3,105
17355,1,20
17355,0,25
17355,2,105
17355,3,105
17356,1,120
17356,0,150
17356,2,105
17356,3,105
17357,1,60
17357,0,75
17357,2,105
17357,3,105
17359,1,120
17359,0,150
17359,2,105
17359,3,105
17477,1,9600
17477,4,128100
17477,0,12000
17477,2,4200
17477,3,4200
17479,1,9600
17479,4,128100
17479,0,12000
17479,2,4200
17479,3,4200
17481,1,9600
17481,4,128100
17481,0,12000
17481,2,4200
17481,3,4200
17483,1,1680
17483,4,36000
17483,0,2100
17483,2,735
17483,3,735
17486,1,2160
17486,0,2700
17486,2,945
17486,3,945
17489,1,720
17489,0,900
17489,2,315
17489,3,315
17501,1,1440
17501,0,1800
17501,2,630
17501,3,630
17503,1,720
17503,0,900
17503,2,315
17503,3,315
17505,1,720
17505,0,900
17505,2,315
17505,3,315
17507,1,720
17507,0,900
17507,2,315
17507,3,315
17509,1,720
17509,0,900
17509,2,315
17509,3,315
17511,1,720
17511,0,900
17511,2,315
17511,3,315
17513,1,720
17513,0,900
17513,2,315
17513,3,315
17515,1,720
17515,0,900
17515,2,315
17515,3,315
17517,1,720
17517,0,900
17517,2,315
17517,3,315
17519,1,720
17519,0,900
17519,2,315
17519,3,315
17521,1,1440
17521,0,1800
17521,2,630
17521,3,630
17523,1,720
17523,0,900
17523,2,315
17523,3,315
17525,1,720
17525,0,900
17525,2,315
17525,3,315
17527,1,1440
17527,0,1800
17527,2,630
17527,3,630
17529,1,720
17529,0,900
17529,2,315
17529,3,315
17537,1,720
17537,0,900
17537,2,315
17537,3,315
17539,1,720
17539,0,900
17539,2,315
17539,3,315
17541,1,720
17541,0,900
17541,2,315
17541,3,315
17543,1,720
17543,0,900
17543,2,315
17543,3,315
17545,1,720
17545,0,900
17545,2,315
17545,3,315
17550,1,720
17550,0,900
17550,2,315
17550,3,315
17552,1,720
17552,0,900
17552,2,315
17552,3,315
17554,1,720
17554,0,900
17554,2,315
17554,3,315
17556,1,720
17556,0,900
17556,2,315
17556,3,315
17558,1,720
17558,0,900
17558,2,315
17558,3,315
17561,1,1440
17561,0,1800
17561,2,630
17561,3,630
17620,1,4800
17620,0,6000
17620,2,2100
17620,3,2100
17635,1,9600
17635,0,12000
17635,2,4200
17635,3,4200
17637,1,14400
17637,0,18000
17637,2,6300
17637,3,6300
17649,1,960
17649,4,72000
17649,0,1200
17649,2,420
17649,3,420
17651,1,960
17651,4,72000
17651,0,1200
17651,2,420
17651,3,420
17653,1,960
17653,0,1200
17653,2,420
17653,3,420
17655,1,960
17655,0,1200
17655,2,420
17655,3,420
17657,1,960
17657,4,72000
17657,0,1200
17657,2,420
17657,3,420
17659,1,960
17659,4,72000
17659,0,1200
17659,2,420
17659,3,420
17661,1,960
17661,0,1200
17661,2,420
17661,3,420
17663,1,960
17663,0,1200
17663,2,420
17663,3,420
17665,1,960
17665,4,72000
17665,0,1200
17665,2,420
17665,3,420
17667,1,960
17667,4,72000
17667,0,1200
17667,2,420
17667,3,420
17669,1,960
17669,0,1200
17669,2,420
17669,3,420
17671,1,960
17671,0,1200
17671,2,420
17671,3,420
17673,1,960
17673,4,72000
17673,0,1200
17673,2,420
17673,3,420
17675,1,960
17675,0,1200
17675,2,420
17675,3,420
17677,1,960
17677,0,1200
17677,2,420
17677,3,420
17679,1,960
17679,4,72000
17679,0,1200
17679,2,420
17679,3,420
17681,1,960
17681,0,1200
17681,2,420
17681,3,420
17683,1,960
17683,0,1200
17683,2,420
17683,3,420
17685,1,960
17685,0,1200
17685,2,420
17685,3,420
17687,1,960
17687,4,72000
17687,0,1200
17687,2,420
17687,3,420
17689,1,960
17689,4,72000
17689,0,1200
17689,2,420
17689,3,420
17691,1,960
17691,0,1200
17691,2,420
17691,3,420
17693,1,960
17693,4,72000
17693,0,1200
17693,2,420
17693,3,420
17695,1,960
17695,4,72000
17695,0,1200
17695,2,420
17695,3,420
17704,1,4800
17704,0,6000
17704,2,2100
17704,3,2100
17706,1,4800
17706,0,6000
17706,2,2100
17706,3,2100
17708,1,4800
17708,0,6000
17708,2,2100
17708,3,2100
17710,1,9600
17710,0,12000
17710,2,4200
17710,3,4200
17714,1,9600
17714,0,12000
17714,2,4200
17714,3,4200
17716,1,9600
17716,0,12000
17716,2,4200
17716,3,4200
17719,1,9600
17719,0,12000
17719,2,4200
17719,3,4200
17721,1,9600
17721,0,12000
17721,2,4200
17721,3,4200
17723,1,9600
17723,0,12000
17723,2,4200
17723,3,4200
17727,1,14400
17727,0,18000
17727,2,6300
17727,3,6300
17729,1,14400
17729,0,18000
17729,2,6300
17729,3,6300
17733,1,14400
17733,0,18000
17733,2,6300
17733,3,6300
17737,1,14400
17737,0,18000
17737,2,6300
17737,3,6300
17739,1,14400
17739,0,18000
17739,2,6300
17739,3,6300
17741,1,14400
17741,0,18000
17741,2,6300
17741,3,6300
17813,1,4800
17813,0,6000
17813,2,2100
17813,3,2100
17833,1,720
17833,0,900
17833,2,315
17833,3,315
17835,1,720
17835,0,900
17835,2,315
17835,3,315
17837,1,720
17837,0,900
17837,2,315
17837,3,315
17839,1,720
17839,0,900
17839,2,315
17839,3,315
17842,1,4800
17842,0,6000
17842,2,2100
17842,3,2100
17844,1,9600
17844,0,12000
17844,2,4200
17844,3,4200
17858,1,960
17858,4,72000
17858,0,1200
17858,2,420
17858,3,420
17860,1,960
17860,4,72000
17860,0,1200
17860,2,420
17860,3,420
17862,1,960
17862,4,72000
17862,0,1200
17862,2,420
17862,3,420
17864,1,960
17864,4,72000
17864,0,1200
17864,2,420
17864,3,420
17874,1,1440
17874,0,1800
17874,2,630
17874,3,630
17885,1,1440
17885,0,1800
17885,2,630
17885,3,630
17902,1,7488
17902,0,9360
17902,2,3276
17902,3,3276
17913,1,4368
17913,0,5460
17913,2,1911
17913,3,1911
17919,1,14400
17919,0,18000
17919,2,6300
17919,3,6300
17921,1,14400
17921,0,18000
17921,2,6300
17921,3,6300
17923,1,9600
17923,0,12000
17923,2,4200
17923,3,4200
17925,1,4800
17925,0,6000
17925,2,2100
17925,3,2100
17927,1,4800
17927,0,6000
17927,2,2100
17927,3,2100
17929,1,4800
17929,0,6000
17929,2,2100
17929,3,2100
17931,1,4800
17931,0,6000
17931,2,2100
17931,3,2100
17933,1,4800
17933,0,6000
17933,2,2100
17933,3,2100
17939,1,2160
17939,4,51000
17939,0,2700
17939,2,945
17939,3,945
18037,1,240
18037,4,3300
18037,0,300
18037,2,105
18037,3,105
18039,1,240
18039,4,3300
18039,0,300
18039,2,105
18039,3,105
18041,1,240
18041,4,3300
18041,0,300
18041,2,105
18041,3,105
18043,1,240
18043,4,3300
18043,0,300
18043,2,105
18043,3,105
18045,1,240
18045,4,3300
18045,0,300
18045,2,105
18045,3,105
18047,1,240
18047,4,3300
18047,0,300
18047,2,105
18047,3,105
18049,1,240
18049,4,3300
18049,0,300
18049,2,105
18049,3,105
18051,1,240
18051,4,3300
18051,0,300
18051,2,105
18051,3,105
18053,1,240
18053,4,3300
18053,0,300
18053,2,105
18053,3,105
18055,1,240
18055,4,3300
18055,0,300
18055,2,105
18055,3,105
18057,1,240
18057,4,3300
18057,0,300
18057,2,105
18057,3,105
18059,1,240
18059,4,3300
18059,0,300
18059,2,105
18059,3,105
18061,1,240
18061,4,3300
18061,0,300
18061,2,105
18061,3,105
18063,1,240
18063,4,3300
18063,0,300
18063,2,105
18063,3,105
18065,1,240
18065,4,3300
18065,0,300
18065,2,105
18065,3,105
18067,1,240
18067,4,3300
18067,0,300
18067,2,105
18067,3,105
18069,1,4368
18069,0,5460
18069,2,1911
18069,3,1911
18591,1,384
18591,0,480
18591,2,168
18591,3,168
18593,1,384
18593,0,480
18593,2,168
18593,3,168
18595,1,384
18595,0,480
18595,2,168
18595,3,168
18597,1,384
18597,0,480
18597,2,168
18597,3,168
18599,1,384
18599,0,480
18599,2,168
18599,3,168
18601,1,384
18601,0,480
18601,2,168
18601,3,168
18603,1,384
18603,0,480
18603,2,168
18603,3,168
18605,1,384
18605,0,480
18605,2,168
18605,3,168
18607,1,384
18607,0,480
18607,2,168
18607,3,168
18609,1,384
18609,0,480
18609,2,168
18609,3,168
18611,1,384
18611,0,480
18611,2,168
18611,3,168
18613,1,384
18613,0,480
18613,2,168
18613,3,168
18615,1,384
18615,0,480
18615,2,168
18615,3,168
18617,1,384
18617,0,480
18617,2,168
18617,3,168
18619,1,384
18619,0,480
18619,2,168
18619,3,168
18625,1,384
18625,0,480
18625,2,168
18625,3,168
18640,1,2880
18640,4,55200
18640,0,3600
18640,2,1260
18640,3,1260
19721,1,1600000
19721,0,2000000
19721,2,28000
19721,3,28000
19723,1,1600000
19723,0,2000000
19723,2,28000
19723,3,28000
19725,1,1600000
19725,0,2000000
19725,2,28000
19725,3,28000
19727,1,1600000
19727,0,2000000
19727,2,28000
19727,3,28000
19740,1,5616
19740,0,7020
19740,2,2457
19740,3,2457
19745,1,9600
19745,4,128100
19745,0,12000
19745,2,4200
19745,3,4200
19807,1,3744
19807,0,4680
19807,2,1638
19807,3,1638
19809,1,1440
19809,0,1800
19809,2,630
19809,3,630
19811,1,1440
19811,0,1800
19811,2,630
19811,3,630
19813,1,1440
19813,0,1800
19813,2,630
19813,3,630
19815,1,1440
19815,0,1800
19815,2,630
19815,3,630
19995,1,480
19995,0,600
19995,2,210
19995,3,210
20003,1,480
20003,0,600
20003,2,210
20003,3,210
20108,1,1440
20108,0,1800
20108,2,105
20108,3,105
20126,1,192000
20126,0,240000
20126,2,84000
20126,3,84000
20184,1,1200000
20184,4,1485000
20184,0,1500000
20184,2,21000
20184,3,21000
20186,1,1200000
20186,4,1485000
20186,0,1500000
20186,2,21000
20186,3,21000
20188,1,1200000
20188,4,1485000
20188,0,1500000
20188,2,21000
20188,3,21000
20190,1,1200000
20190,4,1485000
20190,0,1500000
20190,2,21000
20190,3,21000
20219,1,1440
20219,0,1800
20219,2,630
20219,3,630
20225,1,1440
20225,0,1800
20225,2,630
20225,3,630
20231,1,1440
20231,0,1800
20231,2,630
20231,3,630
20237,1,1440
20237,0,1800
20237,2,630
20237,3,630
20239,1,720
20239,0,900
20239,2,315
20239,3,315
20241,1,720
20241,0,900
20241,2,315
20241,3,315
20243,1,720
20243,0,900
20243,2,315
20243,3,315
20245,1,720
20245,0,900
20245,2,315
20245,3,315
20247,1,720
20247,0,900
20247,2,315
20247,3,315
20249,1,720
20249,0,900
20249,2,315
20249,3,315
20251,1,720
20251,0,900
20251,2,315
20251,3,315
20253,1,720
20253,0,900
20253,2,315
20253,3,315
20255,1,720
20255,0,900
20255,2,315
20255,3,315
20261,1,720
20261,0,900
20261,2,315
20261,3,315
20263,1,720
20263,0,900
20263,2,315
20263,3,315
20265,1,720
20265,0,900
20265,2,315
20265,3,315
20281,1,43200
20281,4,1021800
20281,0,54000
20281,2,18900
20281,3,18900
20344,1,1872
20344,0,2340
20344,2,819
20344,3,819
20346,1,1872
20346,0,2340
20346,2,819
20346,3,819
20348,1,1872
20348,0,2340
20348,2,819
20348,3,819
20350,1,1872
20350,0,2340
20350,2,819
20350,3,819
20352,1,3744
20352,0,4680
20352,2,1638
20352,3,1638
20354,1,5616
20354,0,7020
20354,2,2457
20354,3,2457
20368,1,720
20368,0,900
20368,2,315
20368,3,315
20445,1,28800
20445,4,72000
20445,0,36000
20445,2,12600
20445,3,12600
20447,1,28800
20447,4,72000
20447,0,36000
20447,2,12600
20447,3,12600
20449,1,28800
20449,4,72000
20449,0,36000
20449,2,12600
20449,3,12600
20451,1,28800
20451,4,72000
20451,0,36000
20451,2,12600
20451,3,12600
20453,1,28800
20453,4,72000
20453,0,36000
20453,2,12600
20453,3,12600
20455,1,28800
20455,4,72000
20455,0,36000
20455,2,12600
20455,3,12600
20540,1,28800
20540,4,72000
20540,0,36000
20540,2,12600
20540,3,12600
20556,1,720
20556,0,900
20556,2,315
20556,3,315
20558,1,1440
20558,0,1800
20558,2,630
20558,3,630
20560,1,2160
20560,0,2700
20560,2,945
20560,3,945
20562,1,3600
20562,0,4500
20562,2,1575
20562,3,1575
20564,1,3600
20564,0,4500
20564,2,1575
20564,3,1575
20566,1,2880
20566,0,3600
20566,2,1260
20566,3,1260
20568,1,720
20568,0,900
20568,2,315
20568,3,315
20570,1,720
20570,0,900
20570,2,315
20570,3,315
20574,1,1440
20574,0,1800
20574,2,630
20574,3,630
20576,1,1440
20576,0,1800
20576,2,630
20576,3,630
20578,1,1440
20578,0,1800
20578,2,630
20578,3,630
20580,1,1440
20580,0,1800
20580,2,630
20580,3,630
20582,1,1440
20582,0,1800
20582,2,630
20582,3,630
20588,1,720
20588,0,900
20588,2,315
20588,3,315
20590,1,1440
20590,0,1800
20590,2,630
20590,3,630
20592,1,2160
20592,0,2700
20592,2,945
20592,3,945
20594,1,720
20594,0,900
20594,2,315
20594,3,315
20596,1,720
20596,0,900
20596,2,315
20596,3,315
20598,1,1440
20598,0,1800
20598,2,630
20598,3,630
20600,1,1440
20600,0,1800
20600,2,630
20600,3,630
20602,1,2160
20602,0,2700
20602,2,945
20602,3,945
20604,1,2160
20604,0,2700
20604,2,945
20604,3,945
