blueprintTypeID,activity,typeID,level
4283,2,11451,1
4283,3,3403,5
4283,3,11529,1
4283,3,11451,1
4285,1,11529,1
4285,1,11451,1
4285,0,3380,5
4285,0,11529,1
4285,0,11451,1
4285,2,3409,5
4285,2,11529,1
4285,2,11451,1
4285,3,3403,5
4285,3,11529,1
4285,3,11451,1
4287,1,11529,1
4287,1,11451,1
4287,0,3380,5
4287,0,11529,1
4287,0,11451,1
4287,2,3409,5
4287,2,11529,1
4287,2,11451,1
4287,3,3403,5
4287,3,11529,1
4287,3,11451,1
4289,1,11529,1
4289,1,11451,1
4289,0,3380,5
4289,0,11529,1
4289,0,11451,1
4289,2,3409,5
4289,2,11529,1
4289,2,11451,1
4289,3,3403,5
4289,3,11529,1
4289,3,11451,1
4291,1,11529,1
4291,1,11451,1
4291,0,3380,5
4291,0,11529,1
4291,0,11451,1
4291,2,3409,5
4291,2,11529,1
4291,2,11451,1
4291,3,3403,5
4291,3,11529,1
4291,3,11451,1
4293,1,11446,1
4293,1,11455,1
4293,0,3380,5
4293,0,11446,1
4293,0,11455,1
4293,2,3409,5
4293,2,11446,1
4293,2,11455,1
4293,3,3403,5
4293,3,11446,1
4293,3,11455,1
4295,1,11446,1
4295,1,11455,1
4295,0,3380,5
4295,0,11446,1
4295,0,11455,1
4295,2,3409,5
4295,2,11446,1
4295,2,11455,1
4295,3,3403,5
4295,3,11446,1
4295,3,11455,1
4298,1,11442,1
4298,1,11529,1
4298,0,3380,5
4298,0,11442,1
4298,0,11529,1
4298,2,3409,5
4298,2,11442,1
4298,2,11529,1
4298,3,3403,5
4298,3,11442,1
4298,3,11529,1
4300,1,11442,1
4300,1,11529,1
4300,0,3380,5
4300,0,11442,1
4300,0,11529,1
4300,2,3409,5
4300,2,11442,1
4300,2,11529,1
4300,3,3403,5
4300,3,11442,1
4300,3,11529,1
4305,0,3380,1
4307,0,3380,1
4309,0,3380,1
4311,0,3380,1
4313,0,3380,1
4314,0,3380,1
4315,0,3380,1
4316,0,3380,1
4384,0,3380,1
4387,1,11446,4
4387,1,11453,4
4387,0,3380,1
4387,0,11446,3
4387,0,11453,3
4387,2,11446,3
4387,2,11453,3
4392,0,3380,1
4394,4,11453,1
4394,4,11446,1
4394,4,23121,1
4394,0,3380,1
4396,4,11448,1
4396,4,11453,1
4396,4,23087,1
4396,0,3380,1
4396,0,26252,1
4396,2,3409,1
4396,2,26252,1
4396,3,3403,1
4396,3,26252,1
4398,4,11448,1
4398,4,11453,1
4398,4,23087,1
4398,0,3380,1
4398,0,26252,1
4398,2,3409,1
4398,2,26252,1
4398,3,3403,1
4398,3,26252,1
4400,0,3380,5
4400,0,11448,1
4400,0,11453,1
4400,0,26252,1
4402,0,3380,5
4402,0,11448,1
4402,0,11453,1
4402,0,26252,1
4404,0,3380,1
4406,0,3380,5
4406,0,11446,1
4406,0,11453,1
4410,0,3380,1
9945,4,11453,1
9945,4,11452,1
9945,4,23121,1
9945,0,3380,1
10040,0,3380,1
10191,1,11452,1
10191,1,11453,1
10191,0,3380,5
10191,0,11452,1
10191,0,11453,1
10191,2,3409,5
10191,2,11452,1
10191,2,11453,1
10191,3,3403,5
10191,3,11452,1
10191,3,11453,1
10247,4,11453,1
10247,4,11446,1
10247,4,23121,1
10247,0,3380,1
10251,1,11446,1
10251,1,11453,1
10251,0,3380,5
10251,0,11446,1
10251,0,11453,1
10251,2,3409,5
10251,2,11446,1
10251,2,11453,1
10251,3,3403,5
10251,3,11446,1
10251,3,11453,1
10630,4,11451,1
10630,4,11449,1
10630,4,21790,1
10630,0,3380,1
10632,1,11451,1
10632,1,11449,1
10632,0,3380,5
10632,0,11451,1
10632,0,11449,1
10632,2,3409,5
10632,2,11451,1
10632,2,11449,1
10632,3,3403,5
10632,3,11451,1
10632,3,11449,1
10679,4,11441,1
10679,4,11455,1
10679,4,23121,1
10679,0,3380,1
10681,1,11441,1
10681,1,11455,1
10681,0,3380,5
10681,0,11441,1
10681,0,11455,1
10681,2,3409,2
10681,2,11441,1
10681,2,11455,1
10681,3,3403,5
10681,3,11441,1
10681,3,11455,1
10837,4,11443,1
10837,4,11455,1
10837,4,21790,1
10837,0,3380,1
10839,4,11443,1
10839,4,11455,1
10839,4,21790,1
10839,0,3380,1
10841,4,11443,1
10841,4,11455,1
10841,4,21790,1
10841,0,3380,1
10843,1,11443,1
10843,1,11455,1
10843,0,3380,5
10843,0,11443,1
10843,0,11455,1
10843,2,11443,1
10843,2,11455,1
10843,3,11443,1
10843,3,11455,1
10851,1,11443,1
10851,1,11455,1
10851,0,3380,5
10851,0,11443,1
10851,0,11455,1
10851,2,11443,1
10851,2,11455,1
10851,3,11443,1
10851,3,11455,1
10859,1,11443,1
10859,1,11455,1
10859,0,3380,5
10859,0,11443,1
10859,0,11455,1
10859,2,11443,1
10859,2,11455,1
10859,3,11443,1
10859,3,11455,1
11012,0,3380,1
11074,0,11858,1
11130,0,3380,1
11133,0,3380,1
11135,0,3380,1
11173,1,11450,1
11173,1,11453,1
11173,0,3380,5
11173,0,3395,1
11173,0,11450,1
11173,0,11453,1
11173,2,3409,5
11173,2,11450,1
11173,2,11453,1
11173,3,3403,5
11173,3,11450,1
11173,3,11455,1
11175,1,11450,1
11175,1,11453,1
11175,0,3380,5
11175,0,3395,1
11175,0,11450,1
11175,0,11453,1
11175,2,3409,5
11175,2,11450,1
11175,2,11453,1
11175,3,3403,5
11175,3,11450,1
11175,3,11453,1
11177,1,11446,1
11177,1,11454,1
11177,0,3380,5
11177,0,3395,1
11177,0,11446,1
11177,0,11454,1
11177,2,3409,5
11177,2,11446,1
11177,2,11454,1
11177,3,3403,5
11177,3,11446,1
11177,3,11454,1
11179,1,11446,1
11179,1,11454,1
11179,0,3380,5
11179,0,3395,1
11179,0,11446,1
11179,0,11454,1
11179,2,3409,5
11179,2,11446,1
11179,2,11454,1
11179,3,3403,5
11179,3,11446,1
11179,3,11454,1
11183,1,11445,1
11183,1,11453,1
11183,0,3380,5
11183,0,3395,1
11183,0,11445,1
11183,0,11453,1
11183,2,3409,5
11183,2,11445,1
11183,2,11453,1
11183,3,3403,5
11183,3,11445,1
11183,3,11455,1
11185,1,11444,1
11185,1,11446,1
11185,0,3380,5
11185,0,3395,1
11185,0,11444,1
11185,0,11446,1
11185,2,3409,5
11185,2,11444,1
11185,2,11446,1
11185,3,3403,5
11185,3,11444,1
11185,3,11446,1
11187,1,11444,1
11187,1,11446,1
11187,0,3380,5
11187,0,3395,1
11187,0,11444,1
11187,0,11446,1
11187,2,3409,5
11187,2,11444,1
11187,2,11446,1
11187,3,3403,5
11187,3,11444,1
11187,3,11446,1
11189,1,11444,1
11189,1,11453,1
11189,0,3380,5
11189,0,3395,1
11189,0,11444,1
11189,0,11453,1
11189,2,3409,5
11189,2,11444,1
11189,2,11453,1
11189,3,3403,5
11189,3,11444,1
11189,3,11455,1
11191,1,11444,1
11191,1,11453,1
11191,0,3380,5
11191,0,3395,1
11191,0,11444,1
11191,0,11453,1
11191,2,3409,5
11191,2,11444,1
11191,2,11453,1
11191,3,3403,5
11191,3,11444,1
11191,3,11453,1
11193,1,11455,1
11193,1,11454,1
11193,0,3380,5
11193,0,3395,1
11193,0,11453,1
11193,0,11454,1
11193,2,3409,5
11193,2,11453,1
11193,2,11454,1
11193,3,3403,5
11193,3,11455,1
11193,3,11454,1
11195,1,11453,1
11195,1,11454,1
11195,0,3380,5
11195,0,3395,1
11195,0,11453,1
11195,0,11454,1
11195,2,3409,5
11195,2,11453,1
11195,2,11454,1
11195,3,3403,5
11195,3,11453,1
11195,3,11454,1
11197,1,11445,1
11197,1,11446,1
11197,0,3380,5
11197,0,3395,1
11197,0,11445,1
11197,0,11446,1
11197,2,3409,5
11197,2,11445,1
11197,2,11446,1
11197,3,3403,5
11197,3,11445,1
11197,3,11446,1
11199,1,11445,1
11199,1,11446,1
11199,0,3380,5
11199,0,3395,1
11199,0,11445,1
11199,0,11446,1
11199,2,3409,5
11199,2,11445,1
11199,2,11446,1
11199,3,3403,5
11199,3,11445,1
11199,3,11446,1
11201,1,11450,1
11201,1,11446,1
11201,0,3380,5
11201,0,3395,1
11201,0,11450,1
11201,0,11446,1
11201,2,3409,5
11201,2,11450,1
11201,2,11446,1
11201,3,3403,5
11201,3,11450,1
11201,3,11446,1
11203,1,11450,1
11203,1,11446,1
11203,0,3380,5
11203,0,3395,1
11203,0,11450,1
11203,0,11446,1
11203,2,3409,5
11203,2,11450,1
11203,2,11446,1
11203,3,3403,5
11203,3,11450,1
11203,3,11446,1
11216,0,3380,1
11218,4,11443,1
11218,4,11442,1
11218,4,23087,1
11218,0,3380,1
11220,1,11442,1
11220,1,11443,1
11220,0,3380,5
11220,0,11442,1
11220,0,11443,1
11220,2,3409,5
11220,2,11442,1
11220,2,11443,1
11220,3,3403,5
11220,3,11442,1
11220,3,11443,1
11226,0,3380,1
11228,4,11443,1
11228,4,11442,1
11228,4,23087,1
11228,0,3380,1
11230,1,11442,1
11230,1,11443,1
11230,0,3380,5
11230,0,11442,1
11230,0,11443,1
11230,2,3409,5
11230,2,11442,1
11230,2,11443,1
11230,3,3403,5
11230,3,11442,1
11230,3,11443,1
11236,0,3380,1
11238,4,11443,1
11238,4,11442,1
11238,4,23087,1
11238,0,3380,1
11240,1,11442,1
11240,1,11443,1
11240,0,3380,5
11240,0,11442,1
11240,0,11443,1
11240,2,3409,5
11240,2,11442,1
11240,2,11443,1
11240,3,3403,5
11240,3,11442,1
11240,3,11443,1
11246,0,3380,1
11248,4,11443,1
11248,4,11442,1
11248,4,23087,1
11248,0,3380,1
11250,1,11442,1
11250,1,11443,1
11250,0,3380,5
11250,0,11442,1
11250,0,11443,1
11250,2,3409,5
11250,2,11442,1
11250,2,11443,1
11250,3,3403,5
11250,3,11442,1
11250,3,11443,1
11256,0,3380,1
11258,4,11443,1
11258,4,11442,1
11258,4,23087,1
11258,0,3380,1
11260,1,11442,1
11260,1,11443,1
11260,0,3380,5
11260,0,11442,1
11260,0,11443,1
11260,2,3409,5
11260,2,11442,1
11260,2,11443,1
11260,3,3403,5
11260,3,11442,1
11260,3,11443,1
11266,0,3380,1
11268,4,11443,1
11268,4,11442,1
11268,4,23087,1
11268,0,3380,1
11270,1,11442,1
11270,1,11443,1
11270,0,3380,5
11270,0,11442,1
11270,0,11443,1
11270,2,3409,5
11270,2,11442,1
11270,2,11443,1
11270,3,3403,5
11270,3,11442,1
11270,3,11443,1
11278,4,11443,1
11278,4,11442,1
11278,4,23087,1
11278,0,3380,1
11280,4,11443,1
11280,4,11442,1
11280,4,23087,1
11280,0,3380,1
11284,0,3380,1
11286,0,3380,1
11288,0,3380,1
11290,0,3380,1
11292,4,11443,1
11292,4,11442,1
11292,4,23087,1
11292,0,3380,1
11294,4,11443,1
11294,4,11442,1
11294,4,23087,1
11294,0,3380,1
11296,4,11443,1
11296,4,11442,1
11296,4,23087,1
11296,0,3380,1
11298,4,11443,1
11298,4,11442,1
11298,4,23087,1
11298,0,3380,1
11300,4,11443,1
11300,4,11442,1
11300,4,23087,1
11300,0,3380,1
11302,4,11443,1
11302,4,11442,1
11302,4,23087,1
11302,0,3380,1
11304,4,11443,1
11304,4,11442,1
11304,4,23087,1
11304,0,3380,1
11306,4,11443,1
11306,4,11442,1
11306,4,23087,1
11306,0,3380,1
11356,4,11442,1
11356,4,11443,1
11356,4,23087,1
11356,0,3380,1
11358,4,11442,1
11358,4,11443,1
11358,4,23087,1
11358,0,3380,1
11360,4,11442,1
11360,4,11443,1
11360,4,23087,1
11360,0,3380,1
11366,1,11444,1
11366,1,11452,1
11366,0,3380,5
11366,0,3395,1
11366,0,11444,1
11366,0,11452,1
11366,2,3409,5
11366,2,11444,1
11366,2,11452,1
11366,3,3403,5
11366,3,11444,1
11366,3,11452,1
11372,1,11445,1
11372,1,11452,1
11372,0,3380,5
11372,0,3395,1
11372,0,11445,1
11372,0,11452,1
11372,2,3409,5
11372,2,11445,1
11372,2,11452,1
11372,3,3403,5
11372,3,11445,1
11372,3,11452,1
11374,1,11445,3
11374,1,11452,3
11374,0,3380,5
11374,0,3395,5
11374,0,11445,1
11374,0,11452,1
11374,2,3409,5
11374,2,11445,2
11374,2,11452,2
11374,3,3403,5
11374,3,11445,3
11374,3,11452,3
11376,1,11450,3
11376,1,11487,3
11376,0,3380,5
11376,0,3395,4
11376,0,11450,1
11376,0,11487,1
11376,2,3409,5
11376,2,11450,2
11376,2,11487,2
11376,3,3403,5
11376,3,11450,3
11376,3,11487,3
11378,1,11449,1
11378,1,11450,1
11378,0,3380,5
11378,0,3395,1
11378,0,11449,1
11378,0,11450,1
11378,2,3409,5
11378,2,11449,1
11378,2,11450,1
11378,3,3403,5
11378,3,11449,1
11378,3,11450,1
11380,1,11452,1
11380,1,11454,1
11380,0,3380,5
11380,0,3395,1
11380,0,11452,1
11380,0,11454,1
11380,2,3409,5
11380,2,11452,1
11380,2,11454,1
11380,3,3403,5
11380,3,11452,1
11380,3,11454,1
11382,1,11452,1
11382,1,11454,1
11382,0,3380,5
11382,0,3395,1
11382,0,11452,1
11382,0,11454,1
11382,2,3409,5
11382,2,11452,1
11382,2,11454,1
11382,3,3403,5
11382,3,11452,1
11382,3,11454,1
11384,1,11444,3
11384,1,11452,3
11384,0,3380,5
11384,0,3395,4
11384,0,11444,1
11384,0,11452,1
11384,2,3409,5
11384,2,11444,2
11384,2,11452,2
11384,3,3403,5
11384,3,11444,3
11384,3,11452,3
11388,1,11445,1
11388,1,11446,1
11388,0,3380,5
11388,0,3395,1
11388,0,11445,1
11388,0,11446,1
11388,2,3409,5
11388,2,11445,1
11388,2,11446,1
11388,3,3403,5
11388,3,11445,1
11388,3,11446,1
11390,1,11450,3
11390,1,11452,3
11390,0,3380,5
11390,0,3395,4
11390,0,11450,1
11390,0,11452,1
11390,2,3409,5
11390,2,11450,2
11390,2,11452,2
11390,3,3403,5
11390,3,11450,3
11390,3,11452,3
11394,1,11444,1
11394,1,11452,1
11394,0,3380,5
11394,0,3395,1
11394,0,11444,1
11394,0,11452,1
11394,2,3409,5
11394,2,11444,1
11394,2,11452,1
11394,3,3403,5
11394,3,11444,1
11394,3,11452,1
11401,1,11445,1
11401,1,11452,1
11401,0,3380,5
11401,0,3395,1
11401,0,11445,1
11401,0,11452,1
11401,2,3409,5
11401,2,11445,1
11401,2,11452,1
11401,3,3403,5
11401,3,11445,1
11401,3,11452,1
11562,1,11443,1
11562,4,11443,1
11562,4,11455,1
11562,4,21790,1
11562,0,3380,1
11564,4,11433,1
11564,4,11455,1
11564,4,23087,1
11564,0,3380,1
11568,0,22242,5
11612,4,11453,1
11612,4,11452,1
11612,4,23087,1
11612,0,3380,1
11613,4,11455,1
11613,4,11453,1
11613,4,21791,1
11613,0,3380,1
11614,4,11448,1
11614,4,11453,1
11614,4,23087,1
11614,0,3380,1
11616,4,11453,1
11616,4,11452,1
11616,4,21791,1
11616,0,3380,1
11617,4,11452,1
11617,4,11453,1
11617,4,21791,1
11617,0,3380,1
11619,4,11448,1
11619,4,11453,1
11619,4,21790,1
11619,0,3380,1
11620,4,11448,1
11620,4,11453,1
11620,4,21790,1
11620,0,3380,1
11621,4,11453,1
11621,4,11452,1
11621,4,21791,1
11621,0,3380,1
11622,4,11448,1
11622,4,11453,1
11622,4,21790,1
11622,0,3380,1
11623,4,11448,1
11623,4,11453,1
11623,4,21791,1
11623,0,3380,1
11624,4,11448,1
11624,4,11453,1
11624,4,23121,1
11624,0,3380,1
11625,4,11448,1
11625,4,11453,1
11625,4,23087,1
11625,0,3380,1
11626,4,11448,1
11626,4,11453,1
11626,4,21790,1
11626,0,3380,1
11628,4,11448,1
11628,4,11453,1
11628,4,21790,1
11628,0,3380,1
11629,4,11448,1
11629,4,11453,1
11629,4,21790,1
11629,0,3380,1
11630,4,11448,1
11630,4,11453,1
11630,4,21790,1
11630,0,3380,1
11631,4,11448,1
11631,4,11453,1
11631,4,21790,1
11631,0,3380,1
11632,4,11448,1
11632,4,11453,1
11632,4,21790,1
11632,0,3380,1
11634,4,11448,1
11634,4,11453,1
11634,4,21790,1
11634,0,3380,1
11641,1,11453,1
11641,1,11455,1
11641,0,3380,5
11641,0,11453,1
11641,0,11455,1
11641,2,3409,5
11641,2,11453,1
11641,2,11455,1
11641,3,3403,5
11641,3,11453,1
11641,3,11455,1
11643,1,11442,1
11643,1,11443,1
11643,0,3380,5
11643,0,11442,1
11643,0,11443,1
11643,2,3409,5
11643,2,11442,1
11643,2,11443,1
11643,3,3403,5
11643,3,11442,1
11643,3,11443,1
11645,1,11442,1
11645,1,11443,1
11645,0,3380,5
11645,0,11442,1
11645,0,11443,1
11645,2,3409,5
11645,2,11442,1
11645,2,11443,1
11645,3,3403,5
11645,3,11442,1
11645,3,11443,1
11647,1,11442,1
11647,1,11443,1
11647,0,3380,5
11647,0,11442,1
11647,0,11443,1
11647,2,3409,5
11647,2,11442,1
11647,2,11443,1
11647,3,3403,5
11647,3,11442,1
11647,3,11443,1
11649,1,11442,1
11649,1,11443,1
11649,0,3380,5
11649,0,11442,1
11649,0,11443,1
11649,2,3409,5
11649,2,11442,1
11649,2,11443,1
11649,3,3403,5
11649,3,11442,1
11649,3,11443,1
11747,1,11448,1
11747,1,11453,1
11747,0,3380,5
11747,0,11448,1
11747,0,11453,1
11747,2,3409,5
11747,2,11448,1
11747,2,11453,1
11747,3,3403,5
11747,3,11448,1
11747,3,11453,1
11750,1,11448,1
11750,1,11453,1
11750,0,3380,5
11750,0,11448,1
11750,0,11453,1
11750,2,3409,5
11750,2,11448,1
11750,2,11453,1
11750,3,3403,5
11750,3,11448,1
11750,3,11453,1
11754,1,11448,1
11754,1,11453,1
11754,0,3380,5
11754,0,11448,1
11754,0,11453,1
11754,2,3409,5
11754,2,11448,1
11754,2,11453,1
11754,3,3403,5
11754,3,11448,1
11754,3,11453,1
11758,1,11448,1
11758,1,11453,1
11758,0,3380,5
11758,0,11448,1
11758,0,11453,1
11758,2,3409,5
11758,2,11448,1
11758,2,11453,1
11758,3,3403,5
11758,3,11448,1
11758,3,11453,1
11762,1,11448,1
11762,1,11453,1
11762,0,3380,5
11762,0,11448,1
11762,0,11453,1
11762,2,3409,5
11762,2,11448,1
11762,2,11453,1
11762,3,3403,5
11762,3,11448,1
11762,3,11453,1
11766,1,11448,1
11766,1,11453,1
11766,0,3380,5
11766,0,11448,1
11766,0,11453,1
11766,2,3409,5
11766,2,11448,1
11766,2,11453,1
11766,3,3403,5
11766,3,11448,1
11766,3,11453,1
11770,4,11448,1
11770,4,11453,1
11770,4,21790,1
11770,0,3380,1
11771,1,11448,1
11771,1,11453,1
11771,0,3380,5
11771,0,11448,1
11771,0,11453,1
11771,2,3409,5
11771,2,11448,1
11771,2,11453,1
11771,3,3403,5
11771,3,11448,1
11771,3,11453,1
11775,1,11448,1
11775,1,11453,1
11775,0,3380,5
11775,0,11448,1
11775,0,11453,1
11775,2,3409,5
11775,2,11448,1
11775,2,11453,1
11775,3,3403,5
11775,3,11448,1
11775,3,11453,1
11779,1,11448,1
11779,1,11453,1
11779,0,3380,5
11779,0,11448,1
11779,0,11453,1
11779,2,3409,5
11779,2,11448,1
11779,2,11453,1
11779,3,3403,5
11779,3,11448,1
11779,3,11453,1
11783,1,11448,1
11783,1,11453,1
11783,0,3380,5
11783,0,11448,1
11783,0,11453,1
11783,2,3409,5
11783,2,11448,1
11783,2,11453,1
11783,3,3403,5
11783,3,11448,1
11783,3,11453,1
11787,1,11448,1
11787,1,11453,1
11787,0,3380,5
11787,0,11448,1
11787,0,11453,1
11787,2,3409,5
11787,2,11448,1
11787,2,11453,1
11787,3,3403,5
11787,3,11448,1
11787,3,11453,1
11791,1,11448,1
11791,1,11453,1
11791,0,3380,5
11791,0,11448,1
11791,0,11453,1
11791,2,3409,5
11791,2,11448,1
11791,2,11453,1
11791,3,3403,5
11791,3,11448,1
11791,3,11453,1
11795,1,11452,1
11795,1,11453,1
11795,0,3380,5
11795,0,11452,1
11795,0,11453,1
11795,2,3409,5
11795,2,11452,1
11795,2,11453,1
11795,3,3403,5
11795,3,11452,1
11795,3,11453,1
11798,4,11448,1
11798,4,11453,1
11798,4,21790,1
11798,0,3380,1
11799,1,11448,1
11799,1,11453,1
11799,0,3380,5
11799,0,11448,1
11799,0,11453,1
11799,2,3409,5
11799,2,11448,1
11799,2,11453,1
11799,3,3403,5
11799,3,11448,1
11799,3,11453,1
11803,4,11448,1
11803,4,11453,1
11803,4,23121,1
11803,0,3380,1
11804,1,11448,1
11804,1,11453,1
11804,0,3380,5
11804,0,11448,1
11804,0,11453,1
11804,2,3409,5
11804,2,11448,1
11804,2,11453,1
11804,3,3403,5
11804,3,11448,1
11804,3,11453,1
11808,1,11448,1
11808,1,11453,1
11808,0,3380,5
11808,0,11448,1
11808,0,11453,1
11808,2,3409,5
11808,2,11448,1
11808,2,11453,1
11808,3,3403,5
11808,3,11448,1
11808,3,11453,1
11812,1,11448,1
11812,1,11453,1
11812,0,3380,5
11812,0,11448,1
11812,0,11453,1
11812,2,3409,5
11812,2,11448,1
11812,2,11453,1
11812,3,3403,5
11812,3,11448,1
11812,3,11453,1
11820,4,11448,1
11820,4,11453,1
11820,4,21790,1
11820,0,3380,1
11821,1,11448,1
11821,1,11453,1
11821,0,3380,5
11821,0,11448,1
11821,0,11453,1
11821,2,3409,5
11821,2,11448,1
11821,2,11453,1
11821,3,3403,5
11821,3,11448,1
11821,3,11453,1
11824,4,11448,1
11824,4,11453,1
11824,4,21791,1
11824,0,3380,1
11825,1,11448,1
11825,1,11453,1
11825,0,3380,5
11825,0,11448,1
11825,0,11453,1
11825,2,3409,5
11825,2,11448,1
11825,2,11453,1
11825,3,3403,5
11825,3,11448,1
11825,3,11453,1
11828,4,11448,1
11828,4,11453,1
11828,4,23121,1
11828,0,3380,1
11829,1,11448,1
11829,1,11453,1
11829,0,3380,5
11829,0,11448,1
11829,0,11453,1
11829,2,3409,5
11829,2,11448,1
11829,2,11453,1
11829,3,3403,5
11829,3,11448,1
11829,3,11453,1
11832,4,11448,1
11832,4,11453,1
11832,4,21790,1
11832,0,3380,1
11833,1,11448,1
11833,1,11453,1
11833,0,3380,5
11833,0,11448,1
11833,0,11453,1
11833,2,3409,5
11833,2,11448,1
11833,2,11453,1
11833,3,3403,5
11833,3,11448,1
11833,3,11453,1
11836,4,11448,1
11836,4,11453,1
11836,4,23087,1
11836,0,3380,1
11837,1,11448,1
11837,1,11453,1
11837,0,3380,5
11837,0,11448,1
11837,0,11453,1
11837,2,3409,5
11837,2,11448,1
11837,2,11453,1
11837,3,3403,5
11837,3,11448,1
11837,3,11453,1
11840,1,11452,1
11840,1,11453,1
11840,0,3380,5
11840,0,11452,1
11840,0,11453,1
11840,2,3409,5
11840,2,11452,1
11840,2,11453,1
11840,3,3403,5
11840,3,11452,1
11840,3,11453,1
11844,1,11448,1
11844,1,11453,1
11844,0,3380,5
11844,0,11448,1
11844,0,11453,1
11844,2,3409,5
11844,2,11448,1
11844,2,11453,1
11844,3,3403,5
11844,3,11448,1
11844,3,11453,1
11848,1,11452,1
11848,1,11453,1
11848,0,3380,5
11848,0,11452,1
11848,0,11453,1
11848,2,3409,5
11848,2,11452,1
11848,2,11453,1
11848,3,3403,5
11848,3,11452,1
11848,3,11453,1
11851,1,11452,1
11851,1,11453,1
11851,0,3380,5
11851,0,11452,1
11851,0,11453,1
11851,2,3409,5
11851,2,11452,1
11851,2,11453,1
11851,3,3403,5
11851,3,11452,1
11851,3,11453,1
11857,0,3380,1
11859,0,3380,1
11860,0,3380,1
11861,0,3380,1
11862,0,3380,1
11863,0,3380,1
11864,0,3380,1
11865,0,3380,1
11866,0,3380,1
11867,0,3380,1
11868,0,3380,1
11869,0,3380,1
11870,0,3380,1
11871,0,3380,1
11872,0,3380,1
11873,0,3380,1
11874,0,3380,1
11876,0,3380,1
11877,0,3380,1
11878,0,3380,1
11879,0,3380,1
11880,0,3380,1
11881,0,3380,1
11882,0,3380,1
11883,0,3380,1
11884,0,3380,1
11885,0,3380,1
11886,0,3380,1
11887,0,3380,1
11888,0,3380,1
11889,0,3380,1
11890,0,3380,1
11891,0,3380,1
11892,0,3380,1
11937,0,3380,1
11939,0,3380,1
11958,1,11453,1
11958,1,11454,1
11958,0,3380,5
11958,0,3397,1
11958,0,11453,1
11958,0,11454,1
11958,2,3409,5
11958,2,11453,1
11958,2,11454,1
11958,3,3403,5
11958,3,11453,1
11958,3,11454,1
11960,1,11453,1
11960,1,11454,1
11960,0,3380,5
11960,0,3397,1
11960,0,11453,1
11960,0,11454,1
11960,2,3409,5
11960,2,11453,1
11960,2,11454,1
11960,3,3403,5
11960,3,11453,1
11960,3,11454,1
11962,1,11445,1
11962,1,11446,1
11962,0,3380,5
11962,0,3397,1
11962,0,11445,1
11962,0,11446,1
11962,2,3409,5
11962,2,11445,1
11962,2,11446,1
11962,3,3403,5
11962,3,11445,1
11962,3,11446,1
11964,1,11445,1
11964,1,11446,1
11964,0,3380,5
11964,0,3397,1
11964,0,11445,1
11964,0,11446,1
11964,2,3409,5
11964,2,11445,1
11964,2,11446,1
11964,3,3403,5
11964,3,11445,1
11964,3,11446,1
11966,1,11444,1
11966,1,11453,1
11966,0,3380,5
11966,0,3397,1
11966,0,11444,1
11966,0,11453,1
11966,2,3409,5
11966,2,11444,1
11966,2,11453,1
11966,3,3403,5
11966,3,11444,1
11966,3,11453,1
11970,1,11450,1
11970,1,11453,1
11970,0,3380,5
11970,0,3397,1
11970,0,11450,1
11970,0,11453,1
11970,2,3409,5
11970,2,11450,1
11970,2,11453,1
11970,3,3403,5
11970,3,11450,1
11970,3,11453,1
11972,1,11450,1
11972,1,11453,1
11972,0,3380,5
11972,0,3397,1
11972,0,11450,1
11972,0,11453,1
11972,2,3409,5
11972,2,11450,1
11972,2,11453,1
11972,3,3403,5
11972,3,11450,1
11972,3,11453,1
11979,1,11445,1
11979,1,11442,1
11979,0,3380,5
11979,0,3397,1
11979,0,11445,1
11979,0,11442,1
11979,2,3409,5
11979,2,11445,1
11979,2,11442,1
11979,3,3403,5
11979,3,11445,1
11979,3,11442,1
11986,1,11442,1
11986,1,11454,1
11986,0,3380,5
11986,0,3397,1
11986,0,11442,1
11986,0,11454,1
11986,2,3409,5
11986,2,11442,1
11986,2,11454,1
11986,3,3403,5
11986,3,11442,1
11986,3,11454,1
11988,1,11444,1
11988,1,11442,1
11988,0,3380,5
11988,0,3397,1
11988,0,11444,1
11988,0,11442,1
11988,2,3409,5
11988,2,11444,1
11988,2,11442,1
11988,3,3403,5
11988,3,11444,1
11988,3,11442,1
11990,1,11450,1
11990,1,11442,1
11990,0,3380,5
11990,0,3397,1
11990,0,11450,1
11990,0,11442,1
11990,2,3409,5
11990,2,11450,1
11990,2,11442,1
11990,3,3403,5
11990,3,11450,1
11990,3,11442,1
11994,1,11452,1
11994,1,11454,1
11994,0,3380,5
11994,0,3397,1
11994,0,11452,1
11994,0,11454,1
11994,2,3409,5
11994,2,11452,1
11994,2,11454,1
11994,3,3403,5
11994,3,11452,1
11994,3,11454,1
11996,1,11446,1
11996,1,11454,1
11996,0,3380,5
11996,0,3397,1
11996,0,11446,1
11996,0,11454,1
11996,2,3409,5
11996,2,11446,1
11996,2,11454,1
11996,3,3403,5
11996,3,11446,1
11996,3,11454,1
12000,1,11445,1
12000,1,11452,1
12000,0,3380,5
12000,0,3397,1
12000,0,11445,1
12000,0,11452,1
12000,2,3409,5
12000,2,11445,1
12000,2,11452,1
12000,3,3403,5
12000,3,11445,1
12000,3,11452,1
12004,1,11444,1
12004,1,11452,1
12004,0,3380,5
12004,0,3397,1
12004,0,11444,1
12004,0,11452,1
12004,2,3409,5
12004,2,11444,1
12004,2,11452,1
12004,3,3403,5
