typeID,name
13226,Zainou 'Snapshot' Cruise Missiles CM-603
13227,Zainou 'Snapshot' Defender Missiles DM-803
13228,Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1003
13229,Zainou 'Snapshot' Heavy Missiles HM-703
13230,Zainou 'Snapshot' Rockets RD-903
13231,Zainou 'Snapshot' Torpedoes TD-603
13232,Zainou 'Gypsy' Electronic Warfare EW-903
13233,Zainou 'Gypsy' Long Range Targeting LT-803
13234,Zainou 'Gypsy' Propulsion Jamming PJ-803
13235,Zainou 'Gypsy' Sensor Linking SL-903
13236,Zainou 'Gypsy' Weapon Disruption WD-903
13237,Eifyr and Co. 'Rogue' Navigation NN-603
13238,Eifyr and Co. 'Rogue' Fuel Conservation FC-803
13239,Eifyr and Co. 'Rogue' Afterburner AB-606
13240,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-703
13241,Eifyr and Co. 'Rogue' Warp Drive Operation WD-606
13242,Eifyr and Co. 'Rogue' Warp Drive Speed WS-610
13243,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-903
13244,Eifyr and Co. 'Gunslinger' Surgical Strike SS-903
13245,Zainou 'Deadeye' Trajectory Analysis TA-703
13246,Inherent Implants 'Lancer' Controlled Bursts CB-703
13247,Zainou 'Deadeye' Missile Bombardment MB-703
13248,Zainou 'Deadeye' Missile Projection MP-703
13249,Zainou 'Deadeye' Rapid Launch RL-1003
13250,Zainou 'Deadeye' Target Navigation Prediction TN-903
13251,Inherent Implants 'Squire' Energy Pulse Weapons EP-703
13252,Zainou 'Gnome' Weapon Upgrades WU-1003
13253,Zainou 'Gnome' Shield Upgrades SU-603
13254,Zainou 'Gypsy' Electronics Upgrades EU-603
13255,Inherent Implants 'Squire' Energy Grid Upgrades EU-703
13256,Inherent Implants 'Noble' Hull Upgrades HG-1003
13257,Inherent Implants 'Noble' Mechanic MC-803
13258,Inherent Implants 'Noble' Repair Systems RS-603
13259,Inherent Implants 'Squire' Capacitor Management EM-803
13260,Inherent Implants 'Squire' Capacitor Systems Operation EO-603
13261,Inherent Implants 'Squire' Power Grid Management EG-603
13262,Zainou 'Gnome' Shield Emission Systems SE-803
13263,Zainou 'Gnome' Shield Operation SP-903
13265,Inherent Implants 'Squire' Capacitor Emission Systems ES-703
13267,Janitor
13278,Archaeology
13279,Remote Sensing
13283,Limited Ocular Filter
13284,Limited Memory Augmentation
13285,Limited Neural Boost
13286,Limited Social Adaptation Chip
13287,Limited Cybernetic Subprocessor
13288,DNA Sample
13320,Cruise Missile Launcher I
13328,Star Charts
13773,Domination 125mm Autocannon
13774,Domination 1200mm Artillery
13775,Domination 1400mm Howitzer Artillery
13776,Domination 150mm Autocannon
13777,Domination 200mm Autocannon
13778,Domination 220mm Autocannon
13779,Domination 250mm Artillery
13780,Equipment Assembly Array
13781,Domination 280mm Howitzer Artillery
13782,Domination 425mm Autocannon
13783,Domination 650mm Artillery
13784,Domination 720mm Howitzer Artillery
13785,Domination 800mm Repeating Cannon
13786,Domination Dual 180mm Autocannon
13787,Domination Dual 425mm Autocannon
13788,Domination Dual 650mm Repeating Cannon
13791,Dark Blood Dual Heavy Pulse Laser
13793,Dark Blood Dual Heavy Beam Laser
13795,Dark Blood Dual Light Beam Laser
13797,Dark Blood Dual Light Pulse Laser
13799,Dark Blood Focused Medium Beam Laser
13801,Dark Blood Focused Medium Pulse Laser
13803,Dark Blood Gatling Pulse Laser
13805,Dark Blood Heavy Beam Laser
13807,Dark Blood Heavy Pulse Laser
13809,Dark Blood Small Focused Beam Laser
13811,Dark Blood Small Focused Pulse Laser
13813,Dark Blood Mega Beam Laser
13815,Dark Blood Mega Pulse Laser
13817,Dark Blood Tachyon Beam Laser
13819,Dark Blood Quad Beam Laser
13820,True Sansha Dual Heavy Beam Laser
13821,True Sansha Dual Heavy Pulse Laser
13822,True Sansha Dual Light Beam Laser
13823,True Sansha Dual Light Pulse Laser
13824,True Sansha Focused Medium Beam Laser
13825,True Sansha Focused Medium Pulse Laser
13826,True Sansha Gatling Pulse Laser
13827,True Sansha Heavy Beam Laser
13828,True Sansha Heavy Pulse Laser
13829,True Sansha Small Focused Beam Laser
13830,True Sansha Small Focused Pulse Laser
13831,True Sansha Mega Beam Laser
13832,True Sansha Mega Pulse Laser
13833,True Sansha Quad Beam Laser
13834,True Sansha Tachyon Beam Laser
13837,Captives
13856,Nova Javelin Heavy Assault Missile
13864,Shadow Serpentis 125mm Railgun
13865,Dread Guristas 125mm Railgun
13866,Shadow Serpentis 150mm Railgun
13867,Dread Guristas 150mm Railgun
13868,Shadow Serpentis 200mm Railgun
13870,Dread Guristas 200mm Railgun
13872,Shadow Serpentis 250mm Railgun
13873,Dread Guristas 250mm Railgun
13874,Shadow Serpentis 350mm Railgun
13876,Dread Guristas 350mm Railgun
13878,Shadow Serpentis 425mm Railgun
13879,Dread Guristas 425mm Railgun
13880,Shadow Serpentis Dual 150mm Railgun
13881,Dread Guristas Dual 150mm Railgun
13882,Shadow Serpentis Dual 250mm Railgun
13883,Dread Guristas Dual 250mm Railgun
13884,Shadow Serpentis Heavy Electron Blaster
13885,Shadow Serpentis Heavy Ion Blaster
13886,Shadow Serpentis Light Electron Blaster
13887,Shadow Serpentis Light Ion Blaster
13888,Shadow Serpentis Light Neutron Blaster
13889,Shadow Serpentis Electron Blaster Cannon
13890,Shadow Serpentis Ion Blaster Cannon
13891,Shadow Serpentis Neutron Blaster Cannon
13892,Shadow Serpentis Heavy Neutron Blaster
13893,Dread Guristas 75mm Railgun
13894,Shadow Serpentis 75mm Railgun
13918,Korrani's DNA
13919,Domination Rapid Light Missile Launcher
13920,Dread Guristas Rapid Light Missile Launcher
13921,Domination Heavy Missile Launcher
13922,Dread Guristas Heavy Missile Launcher
13923,Domination Torpedo Launcher
13924,Dread Guristas Torpedo Launcher
13925,Domination Light Missile Launcher
13926,Dread Guristas Light Missile Launcher
13927,Domination Cruise Missile Launcher
13929,Dread Guristas Cruise Missile Launcher
13931,Domination Rocket Launcher
13933,Dread Guristas Rocket Launcher
13935,Domination Ballistic Control System
13937,Dread Guristas Ballistic Control System
13939,Domination Gyrostabilizer
13941,Dark Blood Heat Sink
13943,True Sansha Heat Sink
13945,Shadow Serpentis Magnetic Field Stabilizer
13947,Dread Guristas Large Shield Booster
13948,Domination Large Shield Booster
13949,Dread Guristas Medium Shield Booster
13950,Domination Medium Shield Booster
13951,Dread Guristas Small Shield Booster
13952,Domination Small Shield Booster
13953,Dread Guristas X-Large Shield Booster
13954,Domination X-Large Shield Booster
13955,Domination Large Armor Repairer
13956,True Sansha Large Armor Repairer
13957,Dark Blood Large Armor Repairer
13958,Domination Medium Armor Repairer
13959,True Sansha Medium Armor Repairer
13960,Dark Blood Medium Armor Repairer
13962,Domination Small Armor Repairer
13963,True Sansha Small Armor Repairer
13964,Dark Blood Small Armor Repairer
13965,Dread Guristas EM Ward Field
13966,Dread Guristas Thermal Dissipation Field
13967,Dread Guristas Explosive Deflection Field
13968,Dread Guristas Kinetic Deflection Field
13969,Dread Guristas Adaptive Invulnerability Field
13970,True Sansha Armor EM Hardener
13972,Dark Blood Armor EM Hardener
13974,True Sansha Armor Explosive Hardener
13976,Dark Blood Armor Explosive Hardener
13978,True Sansha Armor Kinetic Hardener
13980,Dark Blood Armor Kinetic Hardener
13982,True Sansha Armor Thermal Hardener
13984,Dark Blood Armor Thermal Hardener
13986,Domination Armor EM Hardener
13988,Domination Armor Explosive Hardener
13990,Domination Armor Kinetic Hardener
13992,Domination Armor Thermal Hardener
13994,Domination EM Ward Field
13995,Domination Thermal Dissipation Field
13996,Domination Explosive Deflection Field
13997,Domination Kinetic Deflection Field
13998,Domination Adaptive Invulnerability Field
13999,Domination Adaptive Nano Plating
14001,True Sansha Adaptive Nano Plating
14003,Dark Blood Adaptive Nano Plating
14005,Domination Kinetic Plating
14007,True Sansha Kinetic Plating
14009,Dark Blood Kinetic Plating
14011,Domination Explosive Plating
14013,True Sansha Explosive Plating
14015,Dark Blood Explosive Plating
14017,Domination EM Plating
14019,True Sansha EM Plating
14021,Dark Blood EM Plating
14023,Domination Thermal Plating
14025,True Sansha Thermal Plating
14027,Dark Blood Thermal Plating
14029,Domination Explosive Deflection Amplifier
14031,Dread Guristas Explosive Deflection Amplifier
14033,Domination Thermal Dissipation Amplifier
14035,Dread Guristas Thermal Dissipation Amplifier
14037,Domination Kinetic Deflection Amplifier
14039,Dread Guristas Kinetic Deflection Amplifier
14041,Domination EM Ward Amplifier
14043,Dread Guristas EM Ward Amplifier
14045,Domination Shield Boost Amplifier
14047,Dread Guristas Shield Boost Amplifier
14049,Shadow Serpentis Adaptive Nano Plating
14051,Shadow Serpentis Kinetic Plating
14053,Shadow Serpentis Explosive Plating
14055,Shadow Serpentis EM Plating
14057,Shadow Serpentis Thermal Plating
14059,Shadow Serpentis Armor EM Hardener
14061,Shadow Serpentis Armor Explosive Hardener
14063,Shadow Serpentis Armor Kinetic Hardener
14065,Shadow Serpentis Armor Thermal Hardener
14067,Shadow Serpentis Large Armor Repairer
14068,Shadow Serpentis Medium Armor Repairer
14069,Shadow Serpentis Small Armor Repairer
14070,Dark Blood Energized Adaptive Nano Membrane
14072,True Sansha Energized Adaptive Nano Membrane
14074,Shadow Serpentis Energized Adaptive Nano Membrane
14076,Dark Blood Energized Kinetic Membrane
14078,True Sansha Energized Kinetic Membrane
14080,Shadow Serpentis Energized Kinetic Membrane
14082,Dark Blood Energized Explosive Membrane
14084,True Sansha Energized Explosive Membrane
14086,Shadow Serpentis Energized Explosive Membrane
14088,Dark Blood Energized EM Membrane
14090,True Sansha Energized EM Membrane
14092,Shadow Serpentis Energized EM Membrane
14094,Dark Blood Energized Thermal Membrane
14096,True Sansha Energized Thermal Membrane
14098,Shadow Serpentis Energized Thermal Membrane
14100,Domination Tracking Enhancer
14102,Domination 100MN Afterburner
14104,Shadow Serpentis 100MN Afterburner
14106,Domination 10MN Afterburner
14108,Shadow Serpentis 10MN Afterburner
14110,Domination 1MN Afterburner
14112,Shadow Serpentis 1MN Afterburner
14114,Domination 500MN Microwarpdrive
14116,Shadow Serpentis 500MN Microwarpdrive
14118,Domination 50MN Microwarpdrive
14120,Shadow Serpentis 50MN Microwarpdrive
14122,Domination 5MN Microwarpdrive
14124,Shadow Serpentis 5MN Microwarpdrive
14126,Domination Overdrive Injector
14127,Domination Nanofiber Structure
14128,Dark Blood Reactor Control Unit
14130,True Sansha Reactor Control Unit
14132,Shadow Serpentis Reactor Control Unit
14134,Dark Blood Power Diagnostic System
14136,True Sansha Power Diagnostic System
14138,Shadow Serpentis Power Diagnostic System
14140,True Sansha Cap Recharger
14142,Dark Blood Cap Recharger
14144,Dark Blood Capacitor Power Relay
14146,True Sansha Capacitor Power Relay
14148,Dark Blood Small Energy Nosferatu
14150,True Sansha Small Energy Nosferatu
14152,Dark Blood Heavy Energy Nosferatu
14154,True Sansha Heavy Energy Nosferatu
14156,Dark Blood Medium Energy Nosferatu
14158,True Sansha Medium Energy Nosferatu
14160,Dark Blood Small Energy Neutralizer
14162,True Sansha Small Energy Neutralizer
14164,Dark Blood Medium Energy Neutralizer
14166,True Sansha Medium Energy Neutralizer
14168,Dark Blood Heavy Energy Neutralizer
14170,True Sansha Heavy Energy Neutralizer
14172,Dark Blood Heavy Capacitor Booster
14174,True Sansha Heavy Capacitor Booster
14176,Dark Blood Medium Capacitor Booster
14178,True Sansha Medium Capacitor Booster
14180,Dark Blood Micro Capacitor Booster
14182,True Sansha Micro Capacitor Booster
14184,Dark Blood Small Capacitor Booster
14186,True Sansha Small Capacitor Booster
14188,Dark Blood Large EMP Smartbomb
14190,True Sansha Large EMP Smartbomb
14192,Dark Blood Medium EMP Smartbomb
14194,True Sansha Medium EMP Smartbomb
14196,Dark Blood Micro EMP Smartbomb
14198,True Sansha Micro EMP Smartbomb
14200,Dark Blood Small EMP Smartbomb
14202,True Sansha Small EMP Smartbomb
14204,Dread Guristas Large Graviton Smartbomb
14206,Shadow Serpentis Large Plasma Smartbomb
14208,Domination Large Proton Smartbomb
14210,Dread Guristas Medium Graviton Smartbomb
14212,Dread Guristas Micro Graviton Smartbomb
14214,Dread Guristas Small Graviton Smartbomb
14218,Shadow Serpentis Micro Plasma Smartbomb
14220,Shadow Serpentis Medium Plasma Smartbomb
14222,Domination Medium Proton Smartbomb
14224,Domination Micro Proton Smartbomb
14226,Domination Small Proton Smartbomb
14228,Shadow Serpentis Small Plasma Smartbomb
14230,Dread Guristas Co-Processor
14232,Shadow Serpentis Co-Processor
14234,Dread Guristas Cloaking Device
14236,Shadow Serpentis Sensor Booster
14238,Shadow Serpentis Tracking Computer
14240,Shadow Serpentis Remote Tracking Computer
14242,Dark Blood Warp Disruptor
14244,Domination Warp Disruptor
14246,Dread Guristas Warp Disruptor
14248,True Sansha Warp Disruptor
14250,Shadow Serpentis Warp Disruptor
14252,Dark Blood Warp Scrambler
14254,Domination Warp Scrambler
14256,Dread Guristas Warp Scrambler
14258,True Sansha Warp Scrambler
14260,Shadow Serpentis Warp Scrambler
14262,Dark Blood Stasis Webifier
14264,Domination Stasis Webifier
14266,Dread Guristas Stasis Webifier
14268,True Sansha Stasis Webifier
14270,Shadow Serpentis Stasis Webifier
14272,200mm Carbide Railgun I
14274,200mm 'Scout' Accelerator Cannon
14276,200mm Compressed Coil Gun I
14278,200mm Prototype Gauss Gun
14280,350mm Carbide Railgun I
14282,350mm 'Scout' Accelerator Cannon
14284,350mm Compressed Coil Gun I
14286,350mm Prototype Gauss Gun
14292,Kruul's DNA
14293,X-Rated Holoreel
14295,Limited Ocular Filter - Beta
14296,Limited Neural Boost - Beta
14297,Limited Memory Augmentation - Beta
14298,Limited Cybernetic Subprocessor - Beta
14299,Limited Social Adaptation Chip - Beta
14343,Silo
14358,Zemnar
14375,Tuvan's Modified Electron Blaster Cannon
14377,Cormack's Modified Electron Blaster Cannon
14379,Cormack's Modified Ion Blaster Cannon
14381,Tuvan's Modified Ion Blaster Cannon
14383,Tuvan's Modified Neutron Blaster Cannon
14385,Cormack's Modified Neutron Blaster Cannon
14387,Brynn's Modified 350mm Railgun
14389,Setele's Modified 350mm Railgun
14391,Kaikka's Modified 350mm Railgun
14393,Vepas' Modified 350mm Railgun
14395,Estamel's Modified 350mm Railgun
14397,Brynn's Modified 425mm Railgun
14399,Setele's Modified 425mm Railgun
14401,Kaikka's Modified 425mm Railgun
14403,Vepas' Modified 425mm Railgun
14405,Estamel's Modified 425mm Railgun
14407,Brynn's Modified Dual 250mm Railgun
14409,Setele's Modified Dual 250mm Railgun
14411,Kaikka's Modified Dual 250mm Railgun
14413,Vepas' Modified Dual 250mm Railgun
14415,Estamel's Modified Dual 250mm Railgun
14417,Selynne's Modified Dual Heavy Beam Laser
14419,Chelm's Modified Dual Heavy Beam Laser
14421,Raysere's Modified Dual Heavy Beam Laser
14423,Draclira's Modified Dual Heavy Beam Laser
14425,Tairei's Modified Dual Heavy Pulse Laser
14427,Ahremen's Modified Dual Heavy Pulse Laser
14429,Brokara's Modified Dual Heavy Pulse Laser
14431,Vizan's Modified Dual Heavy Pulse Laser
14433,Selynne's Modified Mega Beam Laser
14435,Chelm's Modified Mega Beam Laser
14437,Raysere's Modified Mega Beam Laser
14439,Draclira's Modified Mega Beam Laser
14441,Tairei's Modified Mega Pulse Laser
14443,Ahremen's Modified Mega Pulse Laser
14445,Brokara's Modified Mega Pulse Laser
14447,Vizan's Modified Mega Pulse Laser
14449,Selynne's Modified Tachyon Beam Laser
14451,Chelm's Modified Tachyon Beam Laser
14453,Raysere's Modified Tachyon Beam Laser
14455,Draclira's Modified Tachyon Beam Laser
14457,Mizuro's Modified 800mm Repeating Cannon
14459,Gotan's Modified 800mm Repeating Cannon
14461,Hakim's Modified 1200mm Artillery Cannon
14463,Tobias' Modified 1200mm Artillery Cannon
14465,Hakim's Modified 1400mm Howitzer Artillery
14467,Tobias' Modified 1400mm Howitzer Artillery
14469,Mizuro's Modified Dual 425mm AutoCannon
14471,Gotan's Modified Dual 425mm AutoCannon
14473,Mizuro's Modified Dual 650mm Repeating Cannon
14475,Gotan's Modified Dual 650mm Repeating Cannon
14483,Drezin's DNA
14484,Mizuro's Modified 100MN Afterburner
14486,Hakim's Modified 100MN Afterburner
14488,Gotan's Modified 100MN Afterburner
14490,Tobias' Modified 100MN Afterburner
14492,Mizuro's Modified 500MN Microwarpdrive
14494,Hakim's Modified 500MN Microwarpdrive
14496,Gotan's Modified 500MN Microwarpdrive
14498,Tobias' Modified 500MN Microwarpdrive
14500,Brynn's Modified 100MN Afterburner
14502,Tuvan's Modified 100MN Afterburner
14504,Setele's Modified 100MN Afterburner
14506,Cormack's Modified 100MN Afterburner
14508,Brynn's Modified 500MN Microwarpdrive
14510,Tuvan's Modified 500MN Microwarpdrive
14512,Setele's Modified 500MN Microwarpdrive
14514,Cormack's Modified 500MN Microwarpdrive
14516,Mizuro's Modified Cruise Missile Launcher
14518,Hakim's Modified Cruise Missile Launcher
14520,Gotan's Modified Cruise Missile Launcher
14522,Tobias' Modified Cruise Missile Launcher
14524,Mizuro's Modified Torpedo Launcher
14525,Hakim's Modified Torpedo Launcher
14526,Gotan's Modified Torpedo Launcher
14527,Tobias's Modified Torpedo Launcher
14528,Hakim's Modified Ballistic Control System
14530,Mizuro's Modified Ballistic Control System
14532,Gotan's Modified Ballistic Control System
14534,Tobias' Modified Ballistic Control System
14536,Mizuro's Modified Gyrostabilizer
14538,Hakim's Modified Gyrostabilizer
14540,Gotan's Modified Gyrostabilizer
14542,Tobias' Modified Gyrostabilizer
14544,Mizuro's Modified Large Proton Smartbomb
14546,Hakim's Modified Large Proton Smartbomb
14548,Gotan's Modified Large Proton Smartbomb
14550,Tobias' Modified Large Proton Smartbomb
14552,Mizuro's Modified Large Armor Repairer
14554,Gotan's Modified Large Armor Repairer
14556,Mizuro's Modified Adaptive Nano Plating
14560,Gotan's Modified Adaptive Nano Plating
14564,Mizuro's Modified Kinetic Plating
14568,Gotan's Modified Kinetic Plating
14572,Mizuro's Modified Explosive Plating
14576,Gotan's Modified Explosive Plating
14580,Mizuro's Modified EM Plating
14584,Gotan's Modified EM Plating
14588,Mizuro's Modified Thermal Plating
14592,Gotan's Modified Thermal Plating
14597,Hakim's Modified Large Shield Booster
14599,Tobias' Modified Large Shield Booster
14601,Hakim's Modified X-Large Shield Booster
14603,Tobias' Modified X-Large Shield Booster
14606,Hakim's Modified Explosive Deflection Amplifier
14610,Tobias' Modified Explosive Deflection Amplifier
14614,Hakim's Modified Thermal Dissipation Amplifier
14618,Tobias' Modified Thermal Dissipation Amplifier
14622,Hakim's Modified Kinetic Deflection Amplifier
14626,Tobias' Modified Kinetic Deflection Amplifier
14630,Hakim's Modified EM Ward Amplifier
14634,Tobias' Modified EM Ward Amplifier
14636,Hakim's Modified Shield Boost Amplifier
14638,Tobias' Modified Shield Boost Amplifier
14640,Mizuro's Modified Tracking Enhancer
14642,Hakim's Modified Tracking Enhancer
14644,Gotan's Modified Tracking Enhancer
14646,Tobias' Modified Tracking Enhancer
14648,Mizuro's Modified Stasis Webifier
14650,Hakim's Modified Stasis Webifier
14652,Gotan's Modified Stasis Webifier
14654,Tobias' Modified Stasis Webifier
14656,Mizuro's Modified Heavy Warp Disruptor
14658,Hakim's Modified Heavy Warp Disruptor
14660,Gotan's Modified Heavy Warp Disruptor
14662,Tobias' Modified Heavy Warp Disruptor
14664,Mizuro's Modified Heavy Warp Scrambler
14666,Hakim's Modified Heavy Warp Scrambler
14668,Gotan's Modified Heavy Warp Scrambler
14670,Tobias' Modified Heavy Warp Scrambler
14672,Kaikka's Modified Cruise Missile Launcher
14674,Thon's Modified Cruise Missile Launcher
14676,Vepas' Modified Cruise Missile Launcher
14678,Estamel's Modified Cruise Missile Launcher
14680,Kaikka's Modified Torpedo Launcher
14681,Thon's Modified Torpedo Launcher
14682,Vepas's Modified Torpedo Launcher
14683,Estamel's Modified Torpedo Launcher
14684,Kaikka's Modified Ballistic Control System
14686,Thon's Modified Ballistic Control System
14688,Vepas' Modified Ballistic Control System
14690,Estamel's Modified Ballistic Control System
14692,Kaikka's Modified Large Graviton Smartbomb
14694,Thon's Modified Large Graviton Smartbomb
14696,Vepas' Modified Large Graviton Smartbomb
14698,Estamel's Modified Large Graviton Smartbomb
14700,Kaikka's Modified Large Shield Booster
14701,Thon's Modified Large Shield Booster
14702,Vepas' Modified Large Shield Booster
14703,Estamel's Modified Large Shield Booster
14704,Kaikka's Modified X-Large Shield Booster
14705,Thon's Modified X-Large Shield Booster
14706,Vepas' Modified X-Large Shield Booster
14707,Estamel's Modified X-Large Shield Booster
14708,Kaikka's Modified Shield Boost Amplifier
14710,Thon's Modified Shield Boost Amplifier
14712,Vepas' Modified Shield Boost Amplifier
14714,Estamel's Modified Shield Boost Amplifier
14716,Kaikka's Modified Explosive Deflection Amplifier
14718,Thon's Modified Explosive Deflection Amplifier
14720,Vepas' Modified Explosive Deflection Amplifier
14722,Estamel's Modified Explosive Deflection Amplifier
14724,Kaikka's Modified Thermal Dissipation Amplifier
14726,Thon's Modified Thermal Dissipation Amplifier
14728,Vepas' Modified Thermal Dissipation Amplifier
14730,Estamel's Modified Thermal Dissipation Amplifier
14732,Kaikka's Modified Kinetic Deflection Amplifier
14734,Thon's Modified Kinetic Deflection Amplifier
14736,Vepas' Modified Kinetic Deflection Amplifier
14738,Estamel's Modified Kinetic Deflection Amplifier
14740,Kaikka's Modified EM Ward Amplifier
14742,Thon's Modified EM Ward Amplifier
14744,Vepas' Modified EM Ward Amplifier
14746,Estamel's Modified EM Ward Amplifier
14748,Kaikka's Modified Kinetic Deflection Field
14749,Thon's Modified Kinetic Deflection Field
14750,Vepas's Modified Kinetic Deflection Field
14751,Estamel's Modified Kinetic Deflection Field
14752,Kaikka's Modified EM Ward Field
14753,Thon's Modified EM Ward Field
14754,Vepas's Modified EM Ward Field
14755,Estamel's Modified EM Ward Field
14756,Kaikka's Modified Explosive Deflection Field
14757,Thon's Modified Explosive Deflection Field
14758,Vepas's Modified Explosive Deflection Field
14759,Estamel's Modified Explosive Deflection Field
14760,Kaikka's Modified Thermal Dissipation Field
14761,Thon's Modified Thermal Dissipation Field
14762,Vepas's Modified Thermal Dissipation Field
14763,Estamel's Modified Thermal Dissipation Field
14764,Kaikka's Modified Adaptive Invulnerability Field
14765,Thon's Modified Adaptive Invulnerability Field
14766,Vepas's Modified Adaptive Invulnerability Field
14767,Estamel's Modified Adaptive Invulnerability Field
14768,Kaikka's Modified Co-Processor
14770,Thon's Modified Co-Processor
14772,Vepas' Modified Co-Processor
14774,Estamel's Modified Co-Processor
14776,Kaikka's Modified Cloaking Device
14778,Thon's Modified Cloaking Device
14780,Vepas' Modified Cloaking Device
14782,Estamel's Modified Cloaking Device
14784,Brokara's Modified Large EMP Smartbomb
14786,Tairei's Modified Large EMP Smartbomb
14788,Selynne's Modified Large EMP Smartbomb
14790,Raysere's Modified Large EMP Smartbomb
14792,Vizan's Modified Large EMP Smartbomb
14794,Ahremen's Modified Large EMP Smartbomb
14796,Chelm's Modified Large EMP Smartbomb
14798,Draclira's Modified Large EMP Smartbomb
14800,Brokara's Modified Heat Sink
14802,Tairei's Modified Heat Sink
14804,Selynne's Modified Heat Sink
14806,Raysere's Modified Heat Sink
14808,Vizan's Modified Heat Sink
14810,Ahremen's Modified Heat Sink
14812,Chelm's Modified Heat Sink
14814,Draclira's Modified Heat Sink
14816,Brokara's Modified Heavy Energy Nosferatu
14818,Tairei's Modified Heavy Energy Nosferatu
14820,Selynne's Modified Heavy Energy Nosferatu
14822,Raysere's Modified Heavy Energy Nosferatu
14824,Vizan's Modified Heavy Energy Nosferatu
14826,Ahremen's Modified Heavy Energy Nosferatu
14828,Chelm's Modified Heavy Energy Nosferatu
14830,Draclira's Modified Heavy Energy Nosferatu
14832,Brokara's Modified Heavy Energy Neutralizer
14834,Tairei's Modified Heavy Energy Neutralizer
14836,Selynne's Modified Heavy Energy Neutralizer
14838,Raysere's Modified Heavy Energy Neutralizer
14840,Vizan's Modified Heavy Energy Neutralizer
14842,Ahremen's Modified Heavy Energy Neutralizer
14844,Chelm's Modified Heavy Energy Neutralizer
14846,Draclira's Modified Heavy Energy Neutralizer
14848,Brokara's Modified Large Armor Repairer
14849,Tairei's Modified Large Armor Repairer
14850,Selynne's Modified Large Armor Repairer
14851,Raysere's Modified Large Armor Repairer
14852,Vizan's Modified Large Armor Repairer
14853,Ahremen's Modified Large Armor Repairer
14854,Chelm's Modified Large Armor Repairer
14855,Draclira's Modified Large Armor Repairer
14856,Brokara's Modified Adaptive Nano Plating
14858,Tairei's Modified Adaptive Nano Plating
14860,Selynne's Modified Adaptive Nano Plating
14862,Raysere's Modified Adaptive Nano Plating
14864,Vizan's Modified Adaptive Nano Plating
14866,Ahremen's Modified Adaptive Nano Plating
14868,Chelm's Modified Adaptive Nano Plating
14870,Draclira's Modified Adaptive Nano Plating
14872,Brokara's Modified Kinetic Plating
14874,Tairei's Modified Kinetic Plating
14876,Selynne's Modified Kinetic Plating
14878,Raysere's Modified Kinetic Plating
14880,Vizan's Modified Kinetic Plating
14882,Ahremen's Modified Kinetic Plating
14886,Draclira's Modified Kinetic Plating
14888,Brokara's Modified Explosive Plating
14890,Tairei's Modified Explosive Plating
14892,Selynne's Modified Explosive Plating
14894,Raysere's Modified Explosive Plating
14896,Vizan's Modified Explosive Plating
14898,Ahremen's Modified Explosive Plating
14900,Chelm's Modified Explosive Plating
14902,Draclira's Modified Explosive Plating
14904,Brokara's Modified EM Plating
14906,Tairei's Modified EM Plating
14908,Selynne's Modified EM Plating
14910,Raysere's Modified EM Plating
14912,Vizan's Modified EM Plating
14914,Ahremen's Modified EM Plating
14916,Chelm's Modified EM Plating
14918,Draclira's Modified EM Plating
14920,Brokara's Modified Thermal Plating
14922,Tairei's Modified Thermal Plating
14924,Selynne's Modified Thermal Plating
14926,Raysere's Modified Thermal Plating
14928,Vizan's Modified Thermal Plating
14930,Ahremen's Modified Thermal Plating
14932,Chelm's Modified Thermal Plating
14934,Draclira's Modified Thermal Plating
14936,Brokara's Modified Energized Adaptive Nano Membrane
14938,Tairei's Modified Energized Adaptive Nano Membrane
14940,Selynne's Modified Energized Adaptive Nano Membrane
14942,Raysere's Modified Energized Adaptive Nano Membrane
14944,Vizan's Modified Energized Adaptive Nano Membrane
14946,Ahremen's Modified Energized Adaptive Nano Membrane
14948,Chelm's Modified Energized Adaptive Nano Membrane
14950,Draclira's Modified Energized Adaptive Nano Membrane
14952,Brokara's Modified Energized Thermal Membrane
14954,Tairei's Modified Energized Thermal Membrane
14956,Selynne's Modified Energized Thermal Membrane
14958,Raysere's Modified Energized Thermal Membrane
14960,Vizan's Modified Energized Thermal Membrane
14962,Ahremen's Modified Energized Thermal Membrane
14964,Chelm's Modified Energized Thermal Membrane
14966,Draclira's Modified Energized Thermal Membrane
14968,Brokara's Modified Energized EM Membrane
14970,Tairei's Modified Energized EM Membrane
14972,Selynne's Modified Energized EM Membrane
14974,Raysere's Modified Energized EM Membrane
14976,Vizan's Modified Energized EM Membrane
14978,Ahremen's Modified Energized EM Membrane
14980,Chelm's Modified Energized EM Membrane
14982,Draclira's Modified Energized EM Membrane
14984,Brokara's Modified Energized Explosive Membrane
14986,Tairei's Modified Energized Explosive Membrane
14988,Selynne's Modified Energized Explosive Membrane
14990,Raysere's Modified Energized Explosive Membrane
14992,Vizan's Modified Energized Explosive Membrane
14994,Ahremen's Modified Energized Explosive Membrane
14996,Chelm's Modified Energized Explosive Membrane
14998,Draclira's Modified Energized Explosive Membrane
15000,Brokara's Modified Energized Kinetic Membrane
15002,Tairei's Modified Energized Kinetic Membrane
15004,Selynne's Modified Energized Kinetic Membrane
